CSA,CBSA,MDIV,STCOU,NAME,LSAD,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,NPOPCHG_2010,NPOPCHG_2011,NATURALINC2010,NATURALINC2011,BIRTHS2010,BIRTHS2011,DEATHS2010,DEATHS2011,NETMIG2010,NETMIG2011,INTERNATIONALMIG2010,INTERNATIONALMIG2011,DOMESTICMIG2010,DOMESTICMIG2011,RESIDUAL2010,RESIDUAL2011
204,28780,,,"Kingsville, TX",Micropolitan Statistical Area,32477,32477,32538,32633,61,95,75,292,136,546,61,254,-15,-199,28,85,-43,-284,1,2
204,28780,,48261,"Kenedy County, TX",County or equivalent,416,416,419,437,3,18,1,7,1,7,0,0,2,12,0,0,2,12,0,-1
204,28780,,48273,"Kleberg County, TX",County or equivalent,32061,32061,32119,32196,58,77,74,285,135,539,61,254,-17,-211,28,85,-45,-296,1,3
206,,,,"Dallas-Fort Worth, TX",Combined Statistical Area,6731317,6731317,6760635,6887383,29318,126748,16048,63844,25908,104086,9860,40242,12983,62706,5573,23774,7410,38932,287,198
206,11980,,,"Athens, TX",Micropolitan Statistical Area,78532,78531,78702,78826,171,124,-12,-80,223,897,235,977,184,209,32,99,152,110,-1,-5
206,11980,,48213,"Henderson County, TX",County or equivalent,78532,78531,78702,78826,171,124,-12,-80,223,897,235,977,184,209,32,99,152,110,-1,-5
206,14300,,,"Bonham, TX",Micropolitan Statistical Area,33915,33915,33926,33958,11,32,-19,-69,94,375,113,444,32,105,11,45,21,60,-2,-4
206,14300,,48147,"Fannin County, TX",County or equivalent,33915,33915,33926,33958,11,32,-19,-69,94,375,113,444,32,105,11,45,21,60,-2,-4
206,19100,,,"Dallas-Fort Worth-Arlington, TX",Metropolitan Statistical Area,6371773,6371774,6400511,6526548,28737,126037,15960,63504,24829,99733,8869,36229,12477,62312,5441,23291,7036,39021,300,221
206,19100,19124,,"Dallas-Plano-Irving, TX",Metropolitan Division,4235751,4235752,4255890,4345790,20138,89900,11058,43816,16661,66862,5603,23046,8823,45895,4087,17484,4736,28411,257,189
206,19100,19124,48085,"Collin County, TX",County or equivalent,782341,782341,788511,812226,6170,23715,1880,7377,2638,10433,758,3056,4194,16183,628,2790,3566,13393,96,155
206,19100,19124,48113,"Dallas County, TX",County or equivalent,2368139,2368139,2375207,2416014,7068,40807,6789,27420,10282,41569,3493,14149,207,13485,2854,12349,-2647,1136,72,-98
206,19100,19124,48119,"Delta County, TX",County or equivalent,5231,5231,5256,5212,25,-44,6,-2,13,60,7,62,19,-43,3,8,16,-51,0,1
206,19100,19124,48121,"Denton County, TX",County or equivalent,662614,662614,667138,686406,4524,19268,1694,6397,2315,9121,621,2724,2772,12754,460,1792,2312,10962,58,117
206,19100,19124,48139,"Ellis County, TX",County or equivalent,149610,149610,150459,152753,849,2294,298,1113,532,2127,234,1014,540,1182,43,172,497,1010,11,-1
206,19100,19124,48231,"Hunt County, TX",County or equivalent,86129,86129,86359,86531,230,172,64,240,265,1084,201,844,166,-65,28,103,138,-168,0,-3
206,19100,19124,48257,"Kaufman County, TX",County or equivalent,103350,103351,103940,105358,589,1418,172,675,363,1488,191,813,406,738,35,121,371,617,11,5
206,19100,19124,48397,"Rockwall County, TX",County or equivalent,78337,78337,79020,81290,683,2270,155,596,253,980,98,384,519,1661,36,149,483,1512,9,13
206,19100,23104,,"Fort Worth-Arlington, TX",Metropolitan Division,2136022,2136022,2144621,2180758,8599,36137,4902,19688,8168,32871,3266,13183,3654,16417,1354,5807,2300,10610,43,32
206,19100,23104,48251,"Johnson County, TX",County or equivalent,150934,150934,151330,152734,396,1404,269,1027,538,2151,269,1124,130,388,53,209,77,179,-3,-11
206,19100,23104,48367,"Parker County, TX",County or equivalent,116927,116927,117321,118376,394,1055,122,464,330,1340,208,876,271,594,20,69,251,525,1,-3
206,19100,23104,48439,"Tarrant County, TX",County or equivalent,1809034,1809039,1816850,1849815,7811,32965,4444,17931,7111,28624,2667,10693,3323,14991,1268,5490,2055,9501,44,43
206,19100,23104,48497,"Wise County, TX",County or equivalent,59127,59122,59120,59833,-2,713,67,266,189,756,122,490,-70,444,13,39,-83,405,1,3
206,23620,,,"Gainesville, TX",Micropolitan Statistical Area,38437,38437,38438,38396,1,-42,18,102,127,510,109,408,-16,-144,19,75,-35,-219,-1,0
206,23620,,48097,"Cooke County, TX",County or equivalent,38437,38437,38438,38396,1,-42,18,102,127,510,109,408,-16,-144,19,75,-35,-219,-1,0
206,24180,,,"Granbury, TX",Micropolitan Statistical Area,59672,59672,59859,60121,187,262,10,11,160,645,150,634,183,257,15,54,168,203,-6,-6
206,24180,,48221,"Hood County, TX",County or equivalent,51182,51182,51353,51670,171,317,4,21,140,560,136,539,171,302,13,51,158,251,-4,-6
206,24180,,48425,"Somervell County, TX",County or equivalent,8490,8490,8506,8451,16,-55,6,-10,20,85,14,95,12,-45,2,3,10,-48,-2,0
206,33420,,,"Mineral Wells, TX",Micropolitan Statistical Area,28111,28111,28105,28115,-6,10,9,58,94,384,85,326,-15,-46,13,53,-28,-99,0,-2
206,33420,,48363,"Palo Pinto County, TX",County or equivalent,28111,28111,28105,28115,-6,10,9,58,94,384,85,326,-15,-46,13,53,-28,-99,0,-2
206,43300,,,"Sherman-Denison, TX",Metropolitan Statistical Area,120877,120877,121094,121419,217,325,82,318,381,1542,299,1224,138,13,42,157,96,-144,-3,-6
206,43300,,48181,"Grayson County, TX",County or equivalent,120877,120877,121094,121419,217,325,82,318,381,1542,299,1224,138,13,42,157,96,-144,-3,-6
212,,,,"Dayton-Springfield-Greenville, OH",Combined Statistical Area,1072891,1072891,1073340,1075683,449,2343,674,2460,3271,13040,2597,10580,-173,-68,237,556,-410,-624,-52,-49
212,19380,,,"Dayton, OH",Metropolitan Statistical Area,841502,841502,842131,845388,629,3257,620,2215,2579,10254,1959,8039,54,1095,218,476,-164,619,-45,-53
212,19380,,39057,"Greene County, OH",County or equivalent,161573,161573,161607,162846,34,1239,137,459,443,1731,306,1272,-103,779,52,102,-155,677,0,1
212,19380,,39109,"Miami County, OH",County or equivalent,102506,102506,102490,102857,-16,367,78,276,300,1196,222,920,-93,97,12,60,-105,37,-1,-6
212,19380,,39113,"Montgomery County, OH",County or equivalent,535153,535153,535819,537602,666,1783,392,1417,1719,6847,1327,5430,316,414,149,288,167,126,-42,-48
212,19380,,39135,"Preble County, OH",County or equivalent,42270,42270,42215,42083,-55,-132,13,63,117,480,104,417,-66,-195,5,26,-71,-221,-2,0
212,24820,,,"Greenville, OH",Micropolitan Statistical Area,52959,52959,52993,52809,34,-184,25,108,169,678,144,570,13,-294,4,19,9,-313,-4,2
212,24820,,39037,"Darke County, OH",County or equivalent,52959,52959,52993,52809,34,-184,25,108,169,678,144,570,13,-294,4,19,9,-313,-4,2
212,44220,,,"Springfield, OH",Metropolitan Statistical Area,138333,138333,138206,137691,-127,-515,20,75,415,1674,395,1599,-143,-589,14,50,-157,-639,-4,-1
212,44220,,39023,"Clark County, OH",County or equivalent,138333,138333,138206,137691,-127,-515,20,75,415,1674,395,1599,-143,-589,14,50,-157,-639,-4,-1
212,46500,,,"Urbana, OH",Micropolitan Statistical Area,40097,40097,40010,39795,-87,-215,9,62,108,434,99,372,-97,-280,1,11,-98,-291,1,3
212,46500,,39021,"Champaign County, OH",County or equivalent,40097,40097,40010,39795,-87,-215,9,62,108,434,99,372,-97,-280,1,11,-98,-291,1,3
216,,,,"Denver-Aurora-Boulder, CO",Combined Statistical Area,3090874,3090874,3103979,3157520,13105,53541,5999,24015,10377,41882,4378,17867,7004,29340,1861,6198,5143,23142,102,186
216,14500,,,"Boulder, CO",Metropolitan Statistical Area,294567,294567,295169,299378,602,4209,391,1556,762,3066,371,1510,216,2647,214,691,2,1956,-5,6
216,14500,,8013,"Boulder County, CO",County or equivalent,294567,294567,295169,299378,602,4209,391,1556,762,3066,371,1510,216,2647,214,691,2,1956,-5,6
216,19740,,,"Denver-Aurora-Broomfield, CO",Metropolitan Statistical Area,2543482,2543482,2554569,2599504,11087,44935,5001,19997,8668,35028,3667,15031,5996,24769,1538,5204,4458,19565,90,169
216,19740,,8001,"Adams County, CO",County or equivalent,441603,441603,443673,451443,2070,7770,1182,4668,1764,7016,582,2348,867,3086,262,916,605,2170,21,16
216,19740,,8005,"Arapahoe County, CO",County or equivalent,572003,572153,574929,584948,2776,10019,1101,4368,1943,7681,842,3313,1645,5615,459,1436,1186,4179,30,36
216,19740,,8014,"Broomfield County, CO",County or equivalent,55889,55889,56113,57352,224,1239,112,418,179,686,67,268,114,819,16,66,98,753,-2,2
216,19740,,8019,"Clear Creek County, CO",County or equivalent,9088,9088,9119,9012,31,-107,15,7,18,63,3,56,16,-114,1,4,15,-118,0,0
216,19740,,8031,"Denver County, CO",County or equivalent,600158,600008,603440,619968,3432,16528,1352,5896,2396,10167,1044,4271,2041,10521,580,2240,1461,8281,39,111
216,19740,,8035,"Douglas County, CO",County or equivalent,285465,285465,286984,292167,1519,5183,674,2642,891,3506,217,864,829,2529,90,168,739,2361,16,12
216,19740,,8039,"Elbert County, CO",County or equivalent,23086,23086,23119,23174,33,55,27,72,39,176,12,104,7,-17,2,9,5,-26,-1,0
216,19740,,8047,"Gilpin County, CO",County or equivalent,5441,5441,5467,5467,26,0,11,31,12,49,1,18,16,-32,2,4,14,-36,-1,1
216,19740,,8059,"Jefferson County, CO",County or equivalent,534543,534543,535455,539884,912,4429,510,1859,1397,5564,887,3705,415,2579,122,348,293,2231,-13,-9
216,19740,,8093,"Park County, CO",County or equivalent,16206,16206,16270,16089,64,-181,17,36,29,120,12,84,46,-217,4,13,42,-230,1,0
216,24540,,,"Greeley, CO",Metropolitan Statistical Area,252825,252825,254241,258638,1416,4397,607,2462,947,3788,340,1326,792,1924,109,303,683,1621,17,11
216,24540,,8123,"Weld County, CO",County or equivalent,252825,252825,254241,258638,1416,4397,607,2462,947,3788,340,1326,792,1924,109,303,683,1621,17,11
218,,,,"Des Moines-Newton-Pella, IA",Combined Statistical Area,639784,639784,642015,650137,2231,8122,1128,4363,2249,9079,1121,4716,1090,3743,273,902,817,2841,13,16
218,19780,,,"Des Moines-West Des Moines, IA",Metropolitan Statistical Area,569633,569633,571938,580255,2305,8317,1120,4279,2059,8304,939,4025,1170,4020,262,869,908,3151,15,18
218,19780,,19049,"Dallas County, IA",County or equivalent,66135,66135,66673,69444,538,2771,171,660,256,1006,85,346,358,2081,21,69,337,2012,9,30
218,19780,,19077,"Guthrie County, IA",County or equivalent,10954,10954,10959,10901,5,-58,-1,-28,19,100,20,128,8,-30,3,13,5,-43,-2,0
218,19780,,19121,"Madison County, IA",County or equivalent,15679,15679,15733,15779,54,46,11,34,49,197,38,163,43,14,0,0,43,14,0,-2
218,19780,,19153,"Polk County, IA",County or equivalent,430640,430640,432256,437399,1616,5143,906,3484,1606,6482,700,2998,701,1669,236,782,465,887,9,-10
218,19780,,19181,"Warren County, IA",County or equivalent,46225,46225,46317,46732,92,415,33,129,129,519,96,390,60,286,2,5,58,281,-1,0
218,35500,,,"Newton, IA",Micropolitan Statistical Area,36842,36842,36816,36547,-26,-269,4,28,101,390,97,362,-27,-298,3,12,-30,-310,-3,1
218,35500,,19099,"Jasper County, IA",County or equivalent,36842,36842,36816,36547,-26,-269,4,28,101,390,97,362,-27,-298,3,12,-30,-310,-3,1
218,37800,,,"Pella, IA",Micropolitan Statistical Area,33309,33309,33261,33335,-48,74,4,56,89,385,85,329,-53,21,8,21,-61,0,1,-3
218,37800,,19125,"Marion County, IA",County or equivalent,33309,33309,33261,33335,-48,74,4,56,89,385,85,329,-53,21,8,21,-61,0,1,-3
220,,,,"Detroit-Warren-Flint, MI",Combined Statistical Area,5218852,5218849,5213036,5207434,-5813,-5602,4233,14989,15422,60613,11189,45624,-10210,-20704,1868,8758,-12078,-29462,164,113
220,11460,,,"Ann Arbor, MI",Metropolitan Statistical Area,344791,344791,345250,347962,459,2712,480,1723,953,3696,473,1973,-29,1004,361,1205,-390,-201,8,-15
220,11460,,26161,"Washtenaw County, MI",County or equivalent,344791,344791,345250,347962,459,2712,480,1723,953,3696,473,1973,-29,1004,361,1205,-390,-201,8,-15
220,19820,,,"Detroit-Warren-Livonia, MI",Metropolitan Statistical Area,4296250,4296247,4290722,4285832,-5525,-4890,3316,11734,12727,50037,9411,38303,-8978,-16702,1438,7468,-10416,-24170,137,78
220,19820,19804,,"Detroit-Livonia-Dearborn, MI",Metropolitan Division,1820584,1820584,1815246,1802096,-5338,-13150,1719,6206,6051,23853,4332,17647,-7188,-19530,557,3053,-7745,-22583,131,174
220,19820,19804,26163,"Wayne County, MI",County or equivalent,1820584,1820584,1815246,1802096,-5338,-13150,1719,6206,6051,23853,4332,17647,-7188,-19530,557,3053,-7745,-22583,131,174
220,19820,47644,,"Warren-Troy-Farmington Hills, MI",Metropolitan Division,2475666,2475663,2475476,2483736,-187,8260,1597,5528,6676,26184,5079,20656,-1790,2828,881,4415,-2671,-1587,6,-96
220,19820,47644,26087,"Lapeer County, MI",County or equivalent,88319,88316,88189,88082,-127,-107,24,79,206,818,182,739,-153,-184,12,52,-165,-236,2,-2
220,19820,47644,26093,"Livingston County, MI",County or equivalent,180967,180967,180931,181722,-36,791,107,390,407,1603,300,1213,-145,407,17,11,-162,396,2,-6
220,19820,47644,26099,"Macomb County, MI",County or equivalent,840978,840978,840944,842145,-34,1201,421,1367,2295,9036,1874,7669,-443,-133,141,945,-584,-1078,-12,-33
220,19820,47644,26125,"Oakland County, MI",County or equivalent,1202362,1202362,1202682,1210145,320,7463,999,3559,3343,13022,2344,9463,-687,3970,700,3389,-1387,581,8,-66
220,19820,47644,26147,"St. Clair County, MI",County or equivalent,163040,163040,162730,161642,-310,-1088,46,133,425,1705,379,1572,-362,-1232,11,18,-373,-1250,6,11
220,22420,,,"Flint, MI",Metropolitan Statistical Area,425790,425790,425100,422080,-690,-3020,329,1120,1321,5222,992,4102,-1038,-4185,54,35,-1092,-4220,19,45
220,22420,,26049,"Genesee County, MI",County or equivalent,425790,425790,425100,422080,-690,-3020,329,1120,1321,5222,992,4102,-1038,-4185,54,35,-1092,-4220,19,45
220,33780,,,"Monroe, MI",Metropolitan Statistical Area,152021,152021,151964,151560,-57,-404,108,412,421,1658,313,1246,-165,-821,15,50,-180,-871,0,5
220,33780,,26115,"Monroe County, MI",County or equivalent,152021,152021,151964,151560,-57,-404,108,412,421,1658,313,1246,-165,-821,15,50,-180,-871,0,5
222,,,,"Dothan-Enterprise-Ozark, AL",Combined Statistical Area,245838,245838,246415,247132,577,717,154,708,777,3240,623,2532,426,13,104,234,322,-221,-3,-4
222,20020,,,"Dothan, AL",Metropolitan Statistical Area,145639,145639,145905,146562,266,657,51,286,441,1815,390,1529,217,378,17,86,200,292,-2,-7
222,20020,,1061,"Geneva County, AL",County or equivalent,26790,26790,26828,26781,38,-47,-9,-50,76,281,85,331,47,5,2,8,45,-3,0,-2
222,20020,,1067,"Henry County, AL",County or equivalent,17302,17302,17308,17412,6,104,-8,-30,37,173,45,203,15,134,8,29,7,105,-1,0
222,20020,,1069,"Houston County, AL",County or equivalent,101547,101547,101769,102369,222,600,68,366,328,1361,260,995,155,239,7,49,148,190,-1,-5
222,21460,,,"Enterprise-Ozark, AL",Micropolitan Statistical Area,100199,100199,100510,100570,311,60,103,422,336,1425,233,1003,209,-365,87,148,122,-513,-1,3
222,21460,,1031,"Coffee County, AL",County or equivalent,49948,49948,50167,50526,219,359,48,203,170,702,122,499,169,160,40,88,129,72,2,-4
222,21460,,1045,"Dale County, AL",County or equivalent,50251,50251,50343,50044,92,-299,55,219,166,723,111,504,40,-525,47,60,-7,-585,-3,7
232,,,,"Eau Claire-Menomonie, WI",Combined Statistical Area,205008,205008,205314,206628,306,1314,214,818,596,2332,382,1514,96,500,19,101,77,399,-4,-4
232,20740,,,"Eau Claire, WI",Metropolitan Statistical Area,161151,161151,161399,162657,248,1258,169,657,483,1883,314,1226,82,604,18,91,64,513,-3,-3
232,20740,,55017,"Chippewa County, WI",County or equivalent,62415,62415,62522,62778,107,256,49,216,187,738,138,522,58,43,3,25,55,18,0,-3
232,20740,,55035,"Eau Claire County, WI",County or equivalent,98736,98736,98877,99879,141,1002,120,441,296,1145,176,704,24,561,15,66,9,495,-3,0
232,32860,,,"Menomonie, WI",Micropolitan Statistical Area,43857,43857,43915,43971,58,56,45,161,113,449,68,288,14,-104,1,10,13,-114,-1,-1
232,32860,,55033,"Dunn County, WI",County or equivalent,43857,43857,43915,43971,58,56,45,161,113,449,68,288,14,-104,1,10,13,-114,-1,-1
242,,,,"Fairmont-Clarksburg, WV",Combined Statistical Area,150614,150614,150779,151109,165,330,-47,-118,423,1700,470,1818,216,456,10,36,206,420,-4,-8
242,17220,,,"Clarksburg, WV",Micropolitan Statistical Area,94196,94196,94298,94523,102,225,-29,-78,265,1067,294,1145,134,309,2,6,132,303,-3,-6
242,17220,,54017,"Doddridge County, WV",County or equivalent,8202,8202,8188,8171,-14,-17,3,-4,17,73,14,77,-16,-11,0,0,-16,-11,-1,-2
242,17220,,54033,"Harrison County, WV",County or equivalent,69099,69099,69212,69436,113,224,-22,-75,201,804,223,879,136,303,2,5,134,298,-1,-4
242,17220,,54091,"Taylor County, WV",County or equivalent,16895,16895,16898,16916,3,18,-10,1,47,190,57,189,14,17,0,1,14,16,-1,0
242,21900,,,"Fairmont, WV",Micropolitan Statistical Area,56418,56418,56481,56586,63,105,-18,-40,158,633,176,673,82,147,8,30,74,117,-1,-2
242,21900,,54049,"Marion County, WV",County or equivalent,56418,56418,56481,56586,63,105,-18,-40,158,633,176,673,82,147,8,30,74,117,-1,-2
244,,,,"Fargo-Wahpeton, ND-MN",Combined Statistical Area,231674,231674,232324,235008,650,2684,448,1683,819,3210,371,1527,206,1005,90,308,116,697,-4,-4
244,22020,,,"Fargo, ND-MN",Metropolitan Statistical Area,208777,208777,209408,212171,631,2763,419,1651,753,2942,334,1291,214,1113,88,304,126,809,-2,-1
244,22020,,27027,"Clay County, MN",County or equivalent,58999,58999,59145,59803,146,658,89,367,200,787,111,420,57,290,4,31,53,259,0,1
244,22020,,38017,"Cass County, ND",County or equivalent,149778,149778,150263,152368,485,2105,330,1284,553,2155,223,871,157,823,84,273,73,550,-2,-2
244,47420,,,"Wahpeton, ND-MN",Micropolitan Statistical Area,22897,22897,22916,22837,19,-79,29,32,66,268,37,236,-8,-108,2,4,-10,-112,-2,-3
244,47420,,27167,"Wilkin County, MN",County or equivalent,6576,6576,6574,6592,-2,18,-3,-34,14,72,17,106,2,54,1,2,1,52,-1,-2
244,47420,,38077,"Richland County, ND",County or equivalent,16321,16321,16342,16245,21,-97,32,66,52,196,20,130,-10,-162,1,2,-11,-164,-1,-1
248,,,,"Findlay-Tiffin, OH",Combined Statistical Area,131527,131527,131375,131525,-152,150,98,379,396,1573,298,1194,-252,-224,14,78,-266,-302,2,-5
248,22300,,,"Findlay, OH",Micropolitan Statistical Area,74782,74782,74724,75056,-58,332,80,291,237,931,157,640,-139,46,13,75,-152,-29,1,-5
248,22300,,39063,"Hancock County, OH",County or equivalent,74782,74782,74724,75056,-58,332,80,291,237,931,157,640,-139,46,13,75,-152,-29,1,-5
248,45660,,,"Tiffin, OH",Micropolitan Statistical Area,56745,56745,56651,56469,-94,-182,18,88,159,642,141,554,-113,-270,1,3,-114,-273,1,0
248,45660,,39147,"Seneca County, OH",County or equivalent,56745,56745,56651,56469,-94,-182,18,88,159,642,141,554,-113,-270,1,3,-114,-273,1,0
252,,,,"Fond du Lac-Beaver Dam, WI",Combined Statistical Area,190392,190392,190415,190740,23,325,75,307,509,2019,434,1712,-45,28,37,154,-82,-126,-7,-10
252,13180,,,"Beaver Dam, WI",Micropolitan Statistical Area,88759,88759,88749,88661,-10,-88,2,13,217,865,215,852,-8,-98,4,41,-12,-139,-4,-3
252,13180,,55027,"Dodge County, WI",County or equivalent,88759,88759,88749,88661,-10,-88,2,13,217,865,215,852,-8,-98,4,41,-12,-139,-4,-3
252,22540,,,"Fond du Lac, WI",Metropolitan Statistical Area,101633,101633,101666,102079,33,413,73,294,292,1154,219,860,-37,126,33,113,-70,13,-3,-7
252,22540,,55039,"Fond du Lac County, WI",County or equivalent,101633,101633,101666,102079,33,413,73,294,292,1154,219,860,-37,126,33,113,-70,13,-3,-7
256,,,,"Fort Polk South-DeRidder, LA",Combined Statistical Area,87988,87988,88569,88236,581,-333,194,787,370,1484,176,697,378,-1138,102,78,276,-1216,9,18
256,19760,,,"DeRidder, LA",Micropolitan Statistical Area,35654,35654,35854,36129,200,275,36,148,125,501,89,353,159,128,5,16,154,112,5,-1
256,19760,,22011,"Beauregard Parish, LA",County or equivalent,35654,35654,35854,36129,200,275,36,148,125,501,89,353,159,128,5,16,154,112,5,-1
256,22860,,,"Fort Polk South, LA",Micropolitan Statistical Area,52334,52334,52715,52107,381,-608,158,639,245,983,87,344,219,-1266,97,62,122,-1328,4,19
256,22860,,22115,"Vernon Parish, LA",County or equivalent,52334,52334,52715,52107,381,-608,158,639,245,983,87,344,219,-1266,97,62,122,-1328,4,19
258,,,,"Fort Wayne-Huntington-Auburn, IN",Combined Statistical Area,611712,611712,612215,615077,503,2862,875,3624,2180,8653,1305,5029,-367,-742,134,364,-501,-1106,-5,-20
258,11420,,,"Angola, IN",Micropolitan Statistical Area,34185,34185,34140,34028,-45,-112,1,41,86,342,85,301,-46,-153,0,6,-46,-159,0,0
258,11420,,18151,"Steuben County, IN",County or equivalent,34185,34185,34140,34028,-45,-112,1,41,86,342,85,301,-46,-153,0,6,-46,-159,0,0
258,12140,,,"Auburn, IN",Micropolitan Statistical Area,42223,42223,42256,42462,33,206,38,183,134,548,96,365,-3,26,0,10,-3,16,-2,-3
258,12140,,18033,"DeKalb County, IN",County or equivalent,42223,42223,42256,42462,33,206,38,183,134,548,96,365,-3,26,0,10,-3,16,-2,-3
258,19540,,,"Decatur, IN",Micropolitan Statistical Area,34387,34387,34419,34370,32,-49,82,369,161,640,79,271,-50,-423,0,1,-50,-424,0,5
258,19540,,18001,"Adams County, IN",County or equivalent,34387,34387,34419,34370,32,-49,82,369,161,640,79,271,-50,-423,0,1,-50,-424,0,5
258,23060,,,"Fort Wayne, IN",Metropolitan Statistical Area,416257,416257,416790,419453,533,2663,708,2776,1539,6075,831,3299,-172,-93,125,311,-297,-404,-3,-20
258,23060,,18003,"Allen County, IN",County or equivalent,355329,355329,355786,358327,457,2541,655,2577,1357,5354,702,2777,-199,-18,121,288,-320,-306,1,-18
258,23060,,18179,"Wells County, IN",County or equivalent,27636,27636,27659,27734,23,75,21,80,82,321,61,241,5,-4,3,13,2,-17,-3,-1
258,23060,,18183,"Whitley County, IN",County or equivalent,33292,33292,33345,33392,53,47,32,119,100,400,68,281,22,-71,1,10,21,-81,-1,-1
258,26540,,,"Huntington, IN",Micropolitan Statistical Area,37124,37124,37105,37211,-19,106,-4,34,104,419,108,385,-14,75,1,7,-15,68,-1,-3
258,26540,,18069,"Huntington County, IN",County or equivalent,37124,37124,37105,37211,-19,106,-4,34,104,419,108,385,-14,75,1,7,-15,68,-1,-3
258,28340,,,"Kendallville, IN",Micropolitan Statistical Area,47536,47536,47505,47553,-31,48,50,221,156,629,106,408,-82,-174,8,29,-90,-203,1,1
258,28340,,18113,"Noble County, IN",County or equivalent,47536,47536,47505,47553,-31,48,50,221,156,629,106,408,-82,-174,8,29,-90,-203,1,1
260,,,,"Fresno-Madera, CA",Combined Statistical Area,1081315,1081315,1084636,1095829,3321,11193,2760,11293,4512,18334,1752,7041,564,-86,786,3084,-222,-3170,-3,-14
260,23420,,,"Fresno, CA",Metropolitan Statistical Area,930450,930450,933168,942904,2718,9736,2399,9797,3927,15958,1528,6161,321,-55,650,2584,-329,-2639,-2,-6
260,23420,,6019,"Fresno County, CA",County or equivalent,930450,930450,933168,942904,2718,9736,2399,9797,3927,15958,1528,6161,321,-55,650,2584,-329,-2639,-2,-6
260,31460,,,"Madera-Chowchilla, CA",Metropolitan Statistical Area,150865,150865,151468,152925,603,1457,361,1496,585,2376,224,880,243,-31,136,500,107,-531,-1,-8
260,31460,,6039,"Madera County, CA",County or equivalent,150865,150865,151468,152925,603,1457,361,1496,585,2376,224,880,243,-31,136,500,107,-531,-1,-8
266,,,,"Grand Rapids-Muskegon-Holland, MI",Combined Statistical Area,1321557,1321557,1322066,1328440,509,6374,2061,7731,4425,17370,2364,9639,-1579,-1325,316,1127,-1895,-2452,27,-32
266,10880,,,"Allegan, MI",Micropolitan Statistical Area,111408,111408,111521,111234,113,-287,175,613,366,1436,191,823,-60,-907,14,72,-74,-979,-2,7
266,10880,,26005,"Allegan County, MI",County or equivalent,111408,111408,111521,111234,113,-287,175,613,366,1436,191,823,-60,-907,14,72,-74,-979,-2,7
266,24340,,,"Grand Rapids-Wyoming, MI",Metropolitan Statistical Area,774160,774160,774397,779604,237,5207,1302,4972,2683,10571,1381,5599,-1090,272,226,900,-1316,-628,25,-37
266,24340,,26015,"Barry County, MI",County or equivalent,59173,59173,59062,58820,-111,-242,29,116,152,611,123,495,-142,-359,7,27,-149,-386,2,1
266,24340,,26067,"Ionia County, MI",County or equivalent,63905,63905,63898,63979,-7,81,64,256,180,729,116,473,-72,-174,3,23,-75,-197,1,-1
266,24340,,26081,"Kent County, MI",County or equivalent,602622,602622,603029,608453,407,5424,1189,4513,2212,8675,1023,4162,-803,946,209,819,-1012,127,21,-35
266,24340,,26123,"Newaygo County, MI",County or equivalent,48460,48460,48408,48352,-52,-56,20,87,139,556,119,469,-73,-141,7,31,-80,-172,1,-2
266,26100,,,"Holland-Grand Haven, MI",Metropolitan Statistical Area,263801,263801,264065,266300,264,2235,420,1559,811,3154,391,1595,-156,691,66,118,-222,573,0,-15
266,26100,,26139,"Ottawa County, MI",County or equivalent,263801,263801,264065,266300,264,2235,420,1559,811,3154,391,1595,-156,691,66,118,-222,573,0,-15
266,34740,,,"Muskegon-Norton Shores, MI",Metropolitan Statistical Area,172188,172188,172083,171302,-105,-781,164,587,565,2209,401,1622,-273,-1381,10,37,-283,-1418,4,13
266,34740,,26121,"Muskegon County, MI",County or equivalent,172188,172188,172083,171302,-105,-781,164,587,565,2209,401,1622,-273,-1381,10,37,-283,-1418,4,13
268,,,,"Greensboro--Winston-Salem--High Point, NC",Combined Statistical Area,1589200,1589197,1591789,1602693,2592,10904,1090,4906,4618,18936,3528,14030,1541,6021,904,3141,637,2880,-39,-23
268,15500,,,"Burlington, NC",Metropolitan Statistical Area,151131,151131,151532,153291,401,1759,85,412,449,1836,364,1424,320,1346,91,383,229,963,-4,1
268,15500,,37001,"Alamance County, NC",County or equivalent,151131,151131,151532,153291,401,1759,85,412,449,1836,364,1424,320,1346,91,383,229,963,-4,1
268,24660,,,"Greensboro-High Point, NC",Metropolitan Statistical Area,723801,723798,725192,730966,1394,5774,544,2326,2108,8593,1564,6267,860,3448,478,1554,382,1894,-10,0
268,24660,,37081,"Guilford County, NC",County or equivalent,488406,488406,489670,495279,1264,5609,508,2124,1472,5965,964,3841,757,3476,393,1248,364,2228,-1,9
268,24660,,37151,"Randolph County, NC",County or equivalent,141752,141752,141896,142358,144,462,73,284,403,1650,330,1366,76,187,58,213,18,-26,-5,-9
268,24660,,37157,"Rockingham County, NC",County or equivalent,93643,93640,93626,93329,-14,-297,-37,-82,233,978,270,1060,27,-215,27,93,0,-308,-4,0
268,34340,,,"Mount Airy, NC",Micropolitan Statistical Area,73673,73673,73716,73714,43,-2,-7,11,195,821,202,810,54,-10,28,104,26,-114,-4,-3
268,34340,,37171,"Surry County, NC",County or equivalent,73673,73673,73716,73714,43,-2,-7,11,195,821,202,810,54,-10,28,104,26,-114,-4,-3
