CSA,CBSA,MDIV,STCOU,NAME,LSAD,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,NPOPCHG_2010,NPOPCHG_2011,NATURALINC2010,NATURALINC2011,BIRTHS2010,BIRTHS2011,DEATHS2010,DEATHS2011,NETMIG2010,NETMIG2011,INTERNATIONALMIG2010,INTERNATIONALMIG2011,DOMESTICMIG2010,DOMESTICMIG2011,RESIDUAL2010,RESIDUAL2011
314,29220,,47013,"Campbell County, TN",County or equivalent,40716,40716,40675,40512,-41,-163,-44,-113,103,436,147,549,6,-48,2,6,4,-54,-3,-2
314,34100,,,"Morristown, TN",Metropolitan Statistical Area,136608,136610,136789,137494,179,705,-2,106,395,1568,397,1462,185,603,54,235,131,368,-4,-4
314,34100,,47057,"Grainger County, TN",County or equivalent,22657,22657,22723,22766,66,43,-12,-4,64,249,76,253,78,49,5,24,73,25,0,-2
314,34100,,47063,"Hamblen County, TN",County or equivalent,62544,62544,62629,63062,85,433,28,144,197,784,169,640,59,291,35,158,24,133,-2,-2
314,34100,,47089,"Jefferson County, TN",County or equivalent,51407,51409,51437,51666,28,229,-18,-34,134,535,152,569,48,263,14,53,34,210,-2,0
314,35460,,,"Newport, TN",Micropolitan Statistical Area,35662,35662,35620,35544,-42,-76,-15,-64,94,384,109,448,-26,-10,5,22,-31,-32,-1,-2
314,35460,,47029,"Cocke County, TN",County or equivalent,35662,35662,35620,35544,-42,-76,-15,-64,94,384,109,448,-26,-10,5,22,-31,-32,-1,-2
314,42940,,,"Sevierville, TN",Micropolitan Statistical Area,89889,89887,90150,91466,263,1316,62,242,270,1092,208,850,204,1069,28,102,176,967,-3,5
314,42940,,47155,"Sevier County, TN",County or equivalent,89889,89887,90150,91466,263,1316,62,242,270,1092,208,850,204,1069,28,102,176,967,-3,5
316,,,,"Kokomo-Peru, IN",Combined Statistical Area,135591,135591,135434,135199,-157,-235,18,91,369,1468,351,1377,-174,-321,17,62,-191,-383,-1,-5
316,29020,,,"Kokomo, IN",Metropolitan Statistical Area,98688,98688,98645,98588,-43,-57,20,53,271,1082,251,1029,-59,-106,14,53,-73,-159,-4,-4
316,29020,,18067,"Howard County, IN",County or equivalent,82752,82752,82756,82800,4,44,24,97,241,963,217,866,-16,-49,12,48,-28,-97,-4,-4
316,29020,,18159,"Tipton County, IN",County or equivalent,15936,15936,15889,15788,-47,-101,-4,-44,30,119,34,163,-43,-57,2,5,-45,-62,0,0
316,37940,,,"Peru, IN",Micropolitan Statistical Area,36903,36903,36789,36611,-114,-178,-2,38,98,386,100,348,-115,-215,3,9,-118,-224,3,-1
316,37940,,18103,"Miami County, IN",County or equivalent,36903,36903,36789,36611,-114,-178,-2,38,98,386,100,348,-115,-215,3,9,-118,-224,3,-1
318,,,,"Lafayette-Acadiana, LA",Combined Statistical Area,550134,550134,551053,554517,919,3464,799,3587,2030,8417,1231,4830,131,-115,99,329,32,-444,-11,-8
318,10020,,,"Abbeville, LA",Micropolitan Statistical Area,57999,57999,58086,58276,87,190,73,287,199,814,126,527,15,-95,6,21,9,-116,-1,-2
318,10020,,22113,"Vermilion Parish, LA",County or equivalent,57999,57999,58086,58276,87,190,73,287,199,814,126,527,15,-95,6,21,9,-116,-1,-2
318,18940,,,"Crowley, LA",Micropolitan Statistical Area,61773,61773,61838,61982,65,144,73,303,215,925,142,622,-6,-158,1,5,-7,-163,-2,-1
318,18940,,22001,"Acadia Parish, LA",County or equivalent,61773,61773,61838,61982,65,144,73,303,215,925,142,622,-6,-158,1,5,-7,-163,-2,-1
318,29180,,,"Lafayette, LA",Metropolitan Statistical Area,273738,273738,274366,277307,628,2941,459,2044,992,4076,533,2032,173,905,73,244,100,661,-4,-8
318,29180,,22055,"Lafayette Parish, LA",County or equivalent,221578,221578,222107,224390,529,2283,381,1719,807,3305,426,1586,151,572,70,230,81,342,-3,-8
318,29180,,22099,"St. Martin Parish, LA",County or equivalent,52160,52160,52259,52917,99,658,78,325,185,771,107,446,22,333,3,14,19,319,-1,0
318,35340,,,"New Iberia, LA",Micropolitan Statistical Area,73240,73240,73260,73400,20,140,113,492,284,1192,171,700,-93,-352,10,31,-103,-383,0,0
318,35340,,22045,"Iberia Parish, LA",County or equivalent,73240,73240,73260,73400,20,140,113,492,284,1192,171,700,-93,-352,10,31,-103,-383,0,0
318,36660,,,"Opelousas-Eunice, LA",Micropolitan Statistical Area,83384,83384,83503,83552,119,49,81,461,340,1410,259,949,42,-415,9,28,33,-443,-4,3
318,36660,,22097,"St. Landry Parish, LA",County or equivalent,83384,83384,83503,83552,119,49,81,461,340,1410,259,949,42,-415,9,28,33,-443,-4,3
320,,,,"Lafayette-Frankfort, IN",Combined Statistical Area,235013,235013,235159,236712,146,1553,356,1363,758,2978,402,1615,-220,196,188,677,-408,-481,10,-6
320,23140,,,"Frankfort, IN",Micropolitan Statistical Area,33224,33224,33218,33104,-6,-114,37,155,117,475,80,320,-44,-272,22,88,-66,-360,1,3
320,23140,,18023,"Clinton County, IN",County or equivalent,33224,33224,33218,33104,-6,-114,37,155,117,475,80,320,-44,-272,22,88,-66,-360,1,3
320,29140,,,"Lafayette, IN",Metropolitan Statistical Area,201789,201789,201941,203608,152,1667,319,1208,641,2503,322,1295,-176,468,166,589,-342,-121,9,-9
320,29140,,18007,"Benton County, IN",County or equivalent,8854,8854,8881,8853,27,-28,10,-1,22,92,12,93,16,-26,0,0,16,-26,1,-1
320,29140,,18015,"Carroll County, IN",County or equivalent,20155,20155,20163,20031,8,-132,11,28,53,211,42,183,-2,-160,2,11,-4,-171,-1,0
320,29140,,18157,"Tippecanoe County, IN",County or equivalent,172780,172780,172897,174724,117,1827,298,1181,566,2200,268,1019,-190,654,164,578,-354,76,9,-8
324,,,,"Lake Charles-Jennings, LA",Combined Statistical Area,231201,231201,231710,232516,509,806,256,1059,815,3322,559,2263,253,-239,27,89,226,-328,0,-14
324,27660,,,"Jennings, LA",Micropolitan Statistical Area,31594,31594,31627,31694,33,67,19,69,111,459,92,390,15,2,0,1,15,1,-1,-4
324,27660,,22053,"Jefferson Davis Parish, LA",County or equivalent,31594,31594,31627,31694,33,67,19,69,111,459,92,390,15,2,0,1,15,1,-1,-4
324,29340,,,"Lake Charles, LA",Metropolitan Statistical Area,199607,199607,200083,200822,476,739,237,990,704,2863,467,1873,238,-241,27,88,211,-329,1,-10
324,29340,,22019,"Calcasieu Parish, LA",County or equivalent,192768,192768,193273,194092,505,819,224,969,685,2785,461,1816,280,-141,24,73,256,-214,1,-9
324,29340,,22023,"Cameron Parish, LA",County or equivalent,6839,6839,6810,6730,-29,-80,13,21,19,78,6,57,-42,-100,3,15,-45,-115,0,-1
330,,,,"Lansing-East Lansing-Owosso, MI",Combined Statistical Area,534684,534684,534638,534979,-46,341,500,1787,1480,5790,980,4003,-555,-1448,249,850,-804,-2298,9,2
330,29620,,,"Lansing-East Lansing, MI",Metropolitan Statistical Area,464036,464036,464058,465138,22,1080,491,1770,1302,5097,811,3327,-480,-686,243,831,-723,-1517,11,-4
330,29620,,26037,"Clinton County, MI",County or equivalent,75382,75382,75420,75469,38,49,54,219,179,703,125,484,-14,-166,5,29,-19,-195,-2,-4
330,29620,,26045,"Eaton County, MI",County or equivalent,107759,107759,107877,108056,118,179,84,264,292,1124,208,860,38,-80,26,89,12,-169,-4,-5
330,29620,,26065,"Ingham County, MI",County or equivalent,280895,280895,280761,281613,-134,852,353,1287,831,3270,478,1983,-504,-440,212,713,-716,-1153,17,5
330,37020,,,"Owosso, MI",Micropolitan Statistical Area,70648,70648,70580,69841,-68,-739,9,17,178,693,169,676,-75,-762,6,19,-81,-781,-2,6
330,37020,,26155,"Shiawassee County, MI",County or equivalent,70648,70648,70580,69841,-68,-739,9,17,178,693,169,676,-75,-762,6,19,-81,-781,-2,6
332,,,,"Las Vegas-Paradise-Pahrump, NV",Combined Statistical Area,1995215,1995215,1997745,2013326,2530,15581,3513,14205,6933,27950,3420,13745,-1035,1375,1904,8072,-2939,-6697,52,1
332,29820,,,"Las Vegas-Paradise, NV",Metropolitan Statistical Area,1951269,1951269,1953927,1969975,2658,16048,3559,14395,6832,27563,3273,13168,-955,1654,1887,8007,-2842,-6353,54,-1
332,29820,,32003,"Clark County, NV",County or equivalent,1951269,1951269,1953927,1969975,2658,16048,3559,14395,6832,27563,3273,13168,-955,1654,1887,8007,-2842,-6353,54,-1
332,37220,,,"Pahrump, NV",Micropolitan Statistical Area,43946,43946,43818,43351,-128,-467,-46,-190,101,387,147,577,-80,-279,17,65,-97,-344,-2,2
332,37220,,32023,"Nye County, NV",County or equivalent,43946,43946,43818,43351,-128,-467,-46,-190,101,387,147,577,-80,-279,17,65,-97,-344,-2,2
336,,,,"Lexington-Fayette--Frankfort--Richmond, KY",Combined Statistical Area,687173,687173,688999,696340,1826,7341,799,3580,2223,8916,1424,5336,1023,3748,406,1522,617,2226,4,13
336,23180,,,"Frankfort, KY",Micropolitan Statistical Area,70706,70706,70762,71037,56,275,49,246,217,868,168,622,7,30,20,85,-13,-55,0,-1
336,23180,,21005,"Anderson County, KY",County or equivalent,21421,21421,21479,21644,58,165,23,89,69,265,46,176,35,76,2,4,33,72,0,0
336,23180,,21073,"Franklin County, KY",County or equivalent,49285,49285,49283,49393,-2,110,26,157,148,603,122,446,-28,-46,18,81,-46,-127,0,-1
336,30460,,,"Lexington-Fayette, KY",Metropolitan Statistical Area,472099,472099,473568,479244,1469,5676,654,2915,1581,6288,927,3373,810,2750,365,1355,445,1395,5,11
336,30460,,21017,"Bourbon County, KY",County or equivalent,19985,19985,19972,19998,-13,26,-3,8,57,229,60,221,-11,19,5,20,-16,-1,1,-1
336,30460,,21049,"Clark County, KY",County or equivalent,35613,35613,35623,35537,10,-86,6,109,113,456,107,347,5,-196,2,16,3,-212,-1,1
336,30460,,21067,"Fayette County, KY",County or equivalent,295803,295803,296792,301569,989,4777,485,2005,1000,3950,515,1945,503,2761,328,1186,175,1575,1,11
336,30460,,21113,"Jessamine County, KY",County or equivalent,48586,48586,48729,49046,143,317,66,345,171,692,105,347,77,-27,17,81,60,-108,0,-1
336,30460,,21209,"Scott County, KY",County or equivalent,47173,47173,47441,48149,268,708,83,342,165,657,82,315,182,367,4,25,178,342,3,-1
336,30460,,21239,"Woodford County, KY",County or equivalent,24939,24939,25011,24945,72,-66,17,106,75,304,58,198,54,-174,9,27,45,-201,1,2
336,34460,,,"Mount Sterling, KY",Micropolitan Statistical Area,44396,44396,44469,44802,73,333,34,104,146,601,112,497,41,229,3,19,38,210,-2,0
336,34460,,21011,"Bath County, KY",County or equivalent,11591,11591,11624,11742,33,118,6,1,39,156,33,155,27,116,0,1,27,115,0,1
336,34460,,21165,"Menifee County, KY",County or equivalent,6306,6306,6314,6317,8,3,0,-27,12,57,12,84,9,30,0,0,9,30,-1,0
336,34460,,21173,"Montgomery County, KY",County or equivalent,26499,26499,26531,26743,32,212,28,130,95,388,67,258,5,83,3,18,2,65,-1,-1
336,40080,,,"Richmond-Berea, KY",Micropolitan Statistical Area,99972,99972,100200,101257,228,1057,62,315,279,1159,217,844,165,739,18,63,147,676,1,3
336,40080,,21151,"Madison County, KY",County or equivalent,82916,82916,83146,84188,230,1042,81,382,242,995,161,613,147,656,18,63,129,593,2,4
336,40080,,21203,"Rockcastle County, KY",County or equivalent,17056,17056,17054,17069,-2,15,-19,-67,37,164,56,231,18,83,0,0,18,83,-1,-1
338,,,,"Lima-Van Wert-Wapakoneta, OH",Combined Statistical Area,181024,181024,180884,180533,-140,-351,123,447,565,2274,442,1827,-262,-801,14,75,-276,-876,-1,3
338,30620,,,"Lima, OH",Metropolitan Statistical Area,106331,106331,106239,106094,-92,-145,91,271,335,1334,244,1063,-185,-417,11,50,-196,-467,2,1
338,30620,,39003,"Allen County, OH",County or equivalent,106331,106331,106239,106094,-92,-145,91,271,335,1334,244,1063,-185,-417,11,50,-196,-467,2,1
338,46780,,,"Van Wert, OH",Micropolitan Statistical Area,28744,28744,28693,28601,-51,-92,6,52,84,347,78,295,-57,-144,1,10,-58,-154,0,0
338,46780,,39161,"Van Wert County, OH",County or equivalent,28744,28744,28693,28601,-51,-92,6,52,84,347,78,295,-57,-144,1,10,-58,-154,0,0
338,47540,,,"Wapakoneta, OH",Micropolitan Statistical Area,45949,45949,45952,45838,3,-114,26,124,146,593,120,469,-20,-240,2,15,-22,-255,-3,2
338,47540,,39011,"Auglaize County, OH",County or equivalent,45949,45949,45952,45838,3,-114,26,124,146,593,120,469,-20,-240,2,15,-22,-255,-3,2
340,,,,"Little Rock-North Little Rock-Pine Bluff, AR",Combined Statistical Area,877091,877093,879699,886992,2606,7293,1073,4266,2932,11812,1859,7546,1517,3010,357,1051,1160,1959,16,17
340,30780,,,"Little Rock-North Little Rock-Conway, AR",Metropolitan Statistical Area,699757,699759,702253,709901,2494,7648,992,3891,2409,9610,1417,5719,1488,3752,335,973,1153,2779,14,5
340,30780,,5045,"Faulkner County, AR",County or equivalent,113237,113237,114021,116342,784,2321,207,813,389,1545,182,732,563,1495,43,156,520,1339,14,13
340,30780,,5053,"Grant County, AR",County or equivalent,17853,17853,17893,17988,40,95,8,33,47,188,39,155,32,62,3,19,29,43,0,0
340,30780,,5085,"Lonoke County, AR",County or equivalent,68356,68354,68658,69341,304,683,92,314,228,891,136,577,208,370,14,39,194,331,4,-1
340,30780,,5105,"Perry County, AR",County or equivalent,10445,10445,10464,10405,19,-59,-3,-9,29,120,32,129,23,-50,0,3,23,-53,-1,0
340,30780,,5119,"Pulaski County, AR",County or equivalent,382748,382750,383581,386299,831,2718,611,2378,1416,5648,805,3270,231,365,243,641,-12,-276,-11,-25
340,30780,,5125,"Saline County, AR",County or equivalent,107118,107120,107636,109526,516,1890,77,362,300,1218,223,856,431,1510,32,115,399,1395,8,18
340,38220,,,"Pine Bluff, AR",Metropolitan Statistical Area,100258,100258,100114,98924,-144,-1190,34,142,290,1213,256,1071,-179,-1344,10,34,-189,-1378,1,12
340,38220,,5025,"Cleveland County, AR",County or equivalent,8689,8689,8697,8672,8,-25,8,2,20,87,12,85,1,-26,0,1,1,-27,-1,-1
340,38220,,5069,"Jefferson County, AR",County or equivalent,77435,77435,77317,76246,-118,-1071,17,173,238,1005,221,832,-137,-1258,10,32,-147,-1290,2,14
340,38220,,5079,"Lincoln County, AR",County or equivalent,14134,14134,14100,14006,-34,-94,9,-33,32,121,23,154,-43,-60,0,1,-43,-61,0,-1
340,42620,,,"Searcy, AR",Micropolitan Statistical Area,77076,77076,77332,78167,256,835,47,233,233,989,186,756,208,602,12,44,196,558,1,0
340,42620,,5145,"White County, AR",County or equivalent,77076,77076,77332,78167,256,835,47,233,233,989,186,756,208,602,12,44,196,558,1,0
346,,,,"Longview-Marshall, TX",Combined Statistical Area,280000,280009,280433,282962,424,2529,323,1284,984,4032,661,2748,112,1252,123,448,-11,804,-11,-7
346,30980,,,"Longview, TX",Metropolitan Statistical Area,214369,214378,214687,216666,309,1979,246,993,768,3136,522,2143,70,990,83,304,-13,686,-7,-4
346,30980,,48183,"Gregg County, TX",County or equivalent,121730,121730,121906,123081,176,1175,166,703,473,1943,307,1240,14,479,66,227,-52,252,-4,-7
346,30980,,48401,"Rusk County, TX",County or equivalent,53330,53330,53394,53759,64,365,54,172,174,708,120,536,13,193,8,44,5,149,-3,0
346,30980,,48459,"Upshur County, TX",County or equivalent,39309,39318,39387,39826,69,439,26,118,121,485,95,367,43,318,9,33,34,285,0,3
346,32220,,,"Marshall, TX",Micropolitan Statistical Area,65631,65631,65746,66296,115,550,77,291,216,896,139,605,42,262,40,144,2,118,-4,-3
346,32220,,48203,"Harrison County, TX",County or equivalent,65631,65631,65746,66296,115,550,77,291,216,896,139,605,42,262,40,144,2,118,-4,-3
348,,,,"Los Angeles-Long Beach-Riverside, CA",Combined Statistical Area,17877006,17877006,17914821,18081569,37815,166748,32416,137953,58702,244720,26286,106767,4860,28740,16135,65751,-11275,-37011,539,55
348,31100,,,"Los Angeles-Long Beach-Santa Ana, CA",Metropolitan Statistical Area,12828837,12828837,12844371,12944801,15534,100430,22576,96150,41178,171737,18602,75587,-7373,4176,13472,54725,-20845,-50549,331,104
348,31100,31084,,"Los Angeles-Long Beach-Glendale, CA",Metropolitan Division,9818605,9818605,9826773,9889056,8168,62283,17578,74813,31907,133239,14329,58426,-9786,-12733,10568,42413,-20354,-55146,376,203
348,31100,31084,6037,"Los Angeles County, CA",County or equivalent,9818605,9818605,9826773,9889056,8168,62283,17578,74813,31907,133239,14329,58426,-9786,-12733,10568,42413,-20354,-55146,376,203
348,31100,42044,,"Santa Ana-Anaheim-Irvine, CA",Metropolitan Division,3010232,3010232,3017598,3055745,7366,38147,4998,21337,9271,38498,4273,17161,2413,16909,2904,12312,-491,4597,-45,-99
348,31100,42044,6059,"Orange County, CA",County or equivalent,3010232,3010232,3017598,3055745,7366,38147,4998,21337,9271,38498,4273,17161,2413,16909,2904,12312,-491,4597,-45,-99
348,37100,,,"Oxnard-Thousand Oaks-Ventura, CA",Metropolitan Statistical Area,823318,823318,825445,831771,2127,6326,1417,5977,2709,11060,1292,5083,721,368,567,1961,154,-1593,-11,-19
348,37100,,6111,"Ventura County, CA",County or equivalent,823318,823318,825445,831771,2127,6326,1417,5977,2709,11060,1292,5083,721,368,567,1961,154,-1593,-11,-19
348,40140,,,"Riverside-San Bernardino-Ontario, CA",Metropolitan Statistical Area,4224851,4224851,4245005,4304997,20154,59992,8423,35826,14815,61923,6392,26097,11512,24196,2096,9065,9416,15131,219,-30
348,40140,,6065,"Riverside County, CA",County or equivalent,2189641,2189641,2202978,2239620,13337,36642,3869,16718,7298,30783,3429,14065,9278,19847,1032,4915,8246,14932,190,77
348,40140,,6071,"San Bernardino County, CA",County or equivalent,2035210,2035210,2042027,2065377,6817,23350,4554,19108,7517,31140,2963,12032,2234,4349,1064,4150,1170,199,29,-107
350,,,,"Louisville/Jefferson County--Elizabethtown--Scottsburg, KY-IN",Combined Statistical Area,1427483,1427488,1431288,1440607,3800,9319,1571,6194,4646,18629,3075,12435,2208,3162,531,1808,1677,1354,21,-37
350,21060,,,"Elizabethtown, KY",Metropolitan Statistical Area,119736,119742,121214,121771,1472,557,225,812,445,1805,220,993,1214,-256,98,93,1116,-349,33,1
350,21060,,21093,"Hardin County, KY",County or equivalent,105543,105549,106999,107456,1450,457,214,799,404,1633,190,834,1202,-344,95,87,1107,-431,34,2
350,21060,,21123,"Larue County, KY",County or equivalent,14193,14193,14215,14315,22,100,11,13,41,172,30,159,12,88,3,6,9,82,-1,-1
350,31140,,,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,1283566,1283565,1285891,1294849,2326,8958,1361,5400,4131,16542,2770,11142,975,3597,432,1711,543,1886,-10,-39
350,31140,,18019,"Clark County, IN",County or equivalent,110232,110232,110605,111570,373,965,130,487,376,1495,246,1008,239,479,23,90,216,389,4,-1
350,31140,,18043,"Floyd County, IN",County or equivalent,74578,74578,74638,74989,60,351,34,160,212,840,178,680,29,194,10,44,19,150,-3,-3
350,31140,,18061,"Harrison County, IN",County or equivalent,39364,39364,39383,39336,19,-47,17,103,107,426,90,323,3,-150,2,7,1,-157,-1,0
350,31140,,18175,"Washington County, IN",County or equivalent,28262,28262,28278,28147,16,-131,-1,32,74,311,75,279,18,-163,2,6,16,-169,-1,0
350,31140,,21029,"Bullitt County, KY",County or equivalent,74319,74319,74479,75109,160,630,59,247,184,738,125,491,99,381,3,5,96,376,2,2
350,31140,,21103,"Henry County, KY",County or equivalent,15416,15416,15412,15443,-4,31,14,26,47,183,33,157,-19,6,6,21,-25,-15,1,-1
350,31140,,21111,"Jefferson County, KY",County or equivalent,741096,741096,742176,746906,1080,4730,888,3416,2561,10239,1673,6823,210,1360,332,1342,-122,18,-18,-46
350,31140,,21163,"Meade County, KY",County or equivalent,28602,28601,28683,29562,82,879,14,97,69,292,55,195,66,770,14,4,52,766,2,12
350,31140,,21179,"Nelson County, KY",County or equivalent,43437,43437,43576,43974,139,398,40,192,138,555,98,363,98,206,7,24,91,182,1,0
350,31140,,21185,"Oldham County, KY",County or equivalent,60316,60316,60409,60642,93,233,33,175,120,491,87,316,59,61,8,39,51,22,1,-3
350,31140,,21211,"Shelby County, KY",County or equivalent,42074,42074,42331,43068,257,737,102,390,168,665,66,275,154,346,25,123,129,223,1,1
350,31140,,21215,"Spencer County, KY",County or equivalent,17061,17061,17129,17378,68,249,25,69,51,203,26,134,42,179,0,3,42,176,1,1
350,31140,,21223,"Trimble County, KY",County or equivalent,8809,8809,8792,8725,-17,-67,6,6,24,104,18,98,-23,-72,0,3,-23,-75,0,-1
350,42500,,,"Scottsburg, IN",Micropolitan Statistical Area,24181,24181,24183,23987,2,-196,-15,-18,70,282,85,300,19,-179,1,4,18,-183,-2,1
350,42500,,18143,"Scott County, IN",County or equivalent,24181,24181,24183,23987,2,-196,-15,-18,70,282,85,300,19,-179,1,4,18,-183,-2,1
352,,,,"Lubbock-Levelland, TX",Combined Statistical Area,307825,307825,309146,312894,1321,3748,555,2114,1175,4661,620,2547,747,1635,93,314,654,1321,19,-1
352,30220,,,"Levelland, TX",Micropolitan Statistical Area,22935,22935,22864,22892,-71,28,37,107,80,319,43,212,-111,-77,3,17,-114,-94,3,-2
352,30220,,48219,"Hockley County, TX",County or equivalent,22935,22935,22864,22892,-71,28,37,107,80,319,43,212,-111,-77,3,17,-114,-94,3,-2
352,31180,,,"Lubbock, TX",Metropolitan Statistical Area,284890,284890,286282,290002,1392,3720,518,2007,1095,4342,577,2335,858,1712,90,297,768,1415,16,1
352,31180,,48107,"Crosby County, TX",County or equivalent,6059,6059,6061,6092,2,31,16,33,27,110,11,77,-14,-1,0,1,-14,-2,0,-1
352,31180,,48303,"Lubbock County, TX",County or equivalent,278831,278831,280221,283910,1390,3689,502,1974,1068,4232,566,2258,872,1713,90,296,782,1417,16,2
354,,,,"Lumberton-Laurinburg, NC",Combined Statistical Area,170325,170325,170576,171378,251,802,220,1003,619,2564,399,1561,30,-198,82,308,-52,-506,1,-3
354,29900,,,"Laurinburg, NC",Micropolitan Statistical Area,36157,36157,36099,35861,-58,-238,35,121,118,483,83,362,-95,-363,6,22,-101,-385,2,4
354,29900,,37165,"Scotland County, NC",County or equivalent,36157,36157,36099,35861,-58,-238,35,121,118,483,83,362,-95,-363,6,22,-101,-385,2,4
354,31300,,,"Lumberton, NC",Micropolitan Statistical Area,134168,134168,134477,135517,309,1040,185,882,501,2081,316,1199,125,165,76,286,49,-121,-1,-7
354,31300,,37155,"Robeson County, NC",County or equivalent,134168,134168,134477,135517,309,1040,185,882,501,2081,316,1199,125,165,76,286,49,-121,-1,-7
356,,,,"Macon-Warner Robins-Fort Valley, GA",Combined Statistical Area,399888,399899,400939,404668,1040,3729,542,1960,1378,5586,836,3626,485,1751,142,333,343,1418,13,18
356,22980,,,"Fort Valley, GA",Micropolitan Statistical Area,27695,27695,27760,27823,65,63,44,165,89,402,45,237,21,-101,2,3,19,-104,0,-1
356,22980,,13225,"Peach County, GA",County or equivalent,27695,27695,27760,27823,65,63,44,165,89,402,45,237,21,-101,2,3,19,-104,0,-1
356,31420,,,"Macon, GA",Metropolitan Statistical Area,232293,232293,232379,232920,86,541,244,815,788,3192,544,2377,-157,-270,45,169,-202,-439,-1,-4
356,31420,,13021,"Bibb County, GA",County or equivalent,155547,155547,155671,156433,124,762,165,781,572,2405,407,1624,-40,-12,38,138,-78,-150,-1,-7
356,31420,,13079,"Crawford County, GA",County or equivalent,12630,12630,12613,12567,-17,-46,22,14,36,119,14,105,-40,-58,6,20,-46,-78,1,-2
356,31420,,13169,"Jones County, GA",County or equivalent,28669,28669,28660,28516,-9,-144,38,72,86,314,48,242,-46,-218,0,0,-46,-218,-1,2
356,31420,,13207,"Monroe County, GA",County or equivalent,26424,26424,26460,26625,36,165,4,-1,70,268,66,269,33,165,0,8,33,157,-1,1
356,31420,,13289,"Twiggs County, GA",County or equivalent,9023,9023,8975,8779,-48,-196,15,-51,24,86,9,137,-64,-147,1,3,-65,-150,1,2
356,47580,,,"Warner Robins, GA",Metropolitan Statistical Area,139900,139911,140800,143925,889,3125,254,980,501,1992,247,1012,621,2122,95,161,526,1961,14,23
356,47580,,13153,"Houston County, GA",County or equivalent,139900,139911,140800,143925,889,3125,254,980,501,1992,247,1012,621,2122,95,161,526,1961,14,23
358,,,,"Madison-Baraboo, WI",Combined Statistical Area,630569,630569,631848,638757,1279,6909,1004,3767,1976,7751,972,3984,282,3131,297,1085,-15,2046,-7,11
358,12660,,,"Baraboo, WI",Micropolitan Statistical Area,61976,61976,62048,62290,72,242,62,204,195,777,133,573,12,42,16,65,-4,-23,-2,-4
358,12660,,55111,"Sauk County, WI",County or equivalent,61976,61976,62048,62290,72,242,62,204,195,777,133,573,12,42,16,65,-4,-23,-2,-4
358,31540,,,"Madison, WI",Metropolitan Statistical Area,568593,568593,569800,576467,1207,6667,942,3563,1781,6974,839,3411,270,3089,281,1020,-11,2069,-5,15
358,31540,,55021,"Columbia County, WI",County or equivalent,56833,56833,56910,56909,77,-1,36,151,166,642,130,491,42,-152,8,40,34,-192,-1,0
358,31540,,55025,"Dane County, WI",County or equivalent,488073,488073,489190,495959,1117,6769,875,3285,1540,6032,665,2747,245,3469,273,973,-28,2496,-3,15
358,31540,,55049,"Iowa County, WI",County or equivalent,23687,23687,23700,23599,13,-101,31,127,75,300,44,173,-17,-228,0,7,-17,-235,-1,0
360,,,,"Mansfield-Bucyrus, OH",Combined Statistical Area,168259,168259,168018,166899,-241,-1119,80,233,493,1979,413,1746,-321,-1364,6,24,-327,-1388,0,12
360,15340,,,"Bucyrus, OH",Micropolitan Statistical Area,43784,43784,43755,43389,-29,-366,2,22,119,495,117,473,-29,-393,3,14,-32,-407,-2,5
360,15340,,39033,"Crawford County, OH",County or equivalent,43784,43784,43755,43389,-29,-366,2,22,119,495,117,473,-29,-393,3,14,-32,-407,-2,5
360,31900,,,"Mansfield, OH",Metropolitan Statistical Area,124475,124475,124263,123510,-212,-753,78,211,374,1484,296,1273,-292,-971,3,10,-295,-981,2,7
360,31900,,39139,"Richland County, OH",County or equivalent,124475,124475,124263,123510,-212,-753,78,211,374,1484,296,1273,-292,-971,3,10,-295,-981,2,7
372,,,,"Midland-Odessa, TX",Combined Statistical Area,274002,274002,274167,280419,165,6252,708,2749,1221,4893,513,2144,-555,3460,62,153,-617,3307,12,43
372,33260,,,"Midland, TX",Metropolitan Statistical Area,136872,136872,137006,140308,134,3302,331,1226,558,2216,227,990,-200,2049,31,77,-231,1972,3,27
372,33260,,48329,"Midland County, TX",County or equivalent,136872,136872,137006,140308,134,3302,331,1226,558,2216,227,990,-200,2049,31,77,-231,1972,3,27
372,36220,,,"Odessa, TX",Metropolitan Statistical Area,137130,137130,137161,140111,31,2950,377,1523,663,2677,286,1154,-355,1411,31,76,-386,1335,9,16
372,36220,,48135,"Ector County, TX",County or equivalent,137130,137130,137161,140111,31,2950,377,1523,663,2677,286,1154,-355,1411,31,76,-386,1335,9,16
376,,,,"Milwaukee-Racine-Waukesha, WI",Combined Statistical Area,1751316,1751316,1752455,1757604,1139,5149,2473,9382,5921,23374,3448,13992,-1312,-4183,569,1932,-1881,-6115,-22,-50
376,33340,,,"Milwaukee-Waukesha-West Allis, WI",Metropolitan Statistical Area,1555908,1555908,1556953,1562216,1045,5263,2195,8384,5276,20839,3081,12455,-1128,-3066,520,1796,-1648,-4862,-22,-55
376,33340,,55079,"Milwaukee County, WI",County or equivalent,947735,947735,948623,952532,888,3909,1854,7158,3792,15010,1938,7852,-962,-3228,437,1606,-1399,-4834,-4,-21
