SUMLEV,STATE,COUNTY,PLACE,COUSUB,CONCIT,NAME,STNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011
157,31,105,99990,00000,00000,Balance of Kimball County,Nebraska,946,946,946,934
050,31,107,00000,00000,00000,Knox County,Nebraska,8701,8701,8688,8575
157,31,107,03355,00000,00000,Bazile Mills village,Nebraska,29,29,29,29
157,31,107,05455,00000,00000,Bloomfield city,Nebraska,1028,1028,1025,1013
157,31,107,08360,00000,00000,Center village,Nebraska,94,94,94,93
157,31,107,11230,00000,00000,Creighton city,Nebraska,1154,1154,1151,1137
157,31,107,11440,00000,00000,Crofton city,Nebraska,726,726,725,714
157,31,107,34370,00000,00000,Niobrara village,Nebraska,370,370,369,364
157,31,107,43475,00000,00000,Santee village,Nebraska,346,346,345,341
157,31,107,50335,00000,00000,Verdel village,Nebraska,30,30,30,30
157,31,107,50370,00000,00000,Verdigre village,Nebraska,575,575,574,567
157,31,107,51735,00000,00000,Wausa village,Nebraska,634,634,633,624
157,31,107,53345,00000,00000,Winnetoon village,Nebraska,68,68,68,67
157,31,107,99990,00000,00000,Balance of Knox County,Nebraska,3647,3647,3645,3596
061,31,107,00000,00310,00000,Addison township,Nebraska,138,138,138,136
061,31,107,00000,05455,00000,Bloomfield city,Nebraska,1028,1028,1025,1013
071,31,107,05455,05455,00000,Bloomfield city,Nebraska,1028,1028,1025,1013
061,31,107,00000,05735,00000,Bohemia township,Nebraska,48,48,48,47
061,31,107,00000,08465,00000,Central township,Nebraska,105,105,105,104
061,31,107,00000,09585,00000,Cleveland township,Nebraska,110,110,110,109
061,31,107,00000,10075,00000,Columbia township,Nebraska,109,109,109,108
061,31,107,00000,11230,00000,Creighton city,Nebraska,1154,1154,1151,1137
071,31,107,11230,11230,00000,Creighton city,Nebraska,1154,1154,1151,1137
061,31,107,00000,11265,00000,Creighton township,Nebraska,197,197,197,195
071,31,107,03355,11265,00000,Bazile Mills village,Nebraska,29,29,29,29
071,31,107,99990,11265,00000,Balance of Creighton township,Nebraska,168,168,168,166
061,31,107,00000,11440,00000,Crofton city,Nebraska,726,726,725,714
071,31,107,11440,11440,00000,Crofton city,Nebraska,726,726,725,714
061,31,107,00000,13330,00000,Dolphin township,Nebraska,138,138,138,136
061,31,107,00000,13645,00000,Dowling township,Nebraska,159,159,159,157
061,31,107,00000,14205,00000,Eastern township,Nebraska,262,262,261,259
061,31,107,00000,17425,00000,Frankfort township,Nebraska,77,77,77,76
061,31,107,00000,21170,00000,Harrison township,Nebraska,66,66,66,65
061,31,107,00000,22255,00000,Herrick township,Nebraska,66,66,66,65
061,31,107,00000,22465,00000,Hill township,Nebraska,671,671,669,659
071,31,107,43475,22465,00000,Santee village,Nebraska,346,346,345,341
071,31,107,99990,22465,00000,Balance of Hill township,Nebraska,325,325,324,318
061,31,107,00000,24600,00000,Jefferson township,Nebraska,111,111,111,110
061,31,107,00000,27330,00000,Lincoln township,Nebraska,786,786,785,774
071,31,107,51735,27330,00000,Wausa village,Nebraska,634,634,633,624
071,31,107,99990,27330,00000,Balance of Lincoln township,Nebraska,152,152,152,150
061,31,107,00000,28875,00000,Logan township,Nebraska,68,68,68,67
061,31,107,00000,32165,00000,Miller township,Nebraska,182,182,182,179
071,31,107,53345,32165,00000,Winnetoon village,Nebraska,68,68,68,67
071,31,107,99990,32165,00000,Balance of Miller township,Nebraska,114,114,114,112
061,31,107,00000,32970,00000,Morton township,Nebraska,181,181,181,179
061,31,107,00000,34405,00000,Niobrara township,Nebraska,431,427,426,420
071,31,107,34370,34405,00000,Niobrara village,Nebraska,370,370,369,364
071,31,107,99990,34405,00000,Balance of Niobrara township,Nebraska,61,57,57,56
061,31,107,00000,34765,00000,North Frankfort township,Nebraska,172,172,172,169
061,31,107,00000,38855,00000,Peoria township,Nebraska,140,140,140,138
061,31,107,00000,40745,00000,Raymond township,Nebraska,207,207,207,204
071,31,107,50335,40745,00000,Verdel village,Nebraska,30,30,30,30
071,31,107,99990,40745,00000,Balance of Raymond township,Nebraska,177,177,177,174
061,31,107,00000,46100,00000,Spade township,Nebraska,58,58,58,57
061,31,107,00000,46240,00000,Sparta township,Nebraska,84,88,88,87
061,31,107,00000,49740,00000,Union township,Nebraska,106,106,106,105
061,31,107,00000,50055,00000,Valley township,Nebraska,177,177,177,175
071,31,107,08360,50055,00000,Center village,Nebraska,94,94,94,93
071,31,107,99990,50055,00000,Balance of Valley township,Nebraska,83,83,83,82
061,31,107,00000,50405,00000,Verdigre township,Nebraska,698,698,697,688
071,31,107,50370,50405,00000,Verdigre village,Nebraska,575,575,574,567
071,31,107,99990,50405,00000,Balance of Verdigre township,Nebraska,123,123,123,121
061,31,107,00000,51210,00000,Walnut Grove township,Nebraska,107,107,107,106
061,31,107,00000,51525,00000,Washington township,Nebraska,76,76,76,75
061,31,107,00000,52260,00000,Western township,Nebraska,63,63,63,62
050,31,109,00000,00000,00000,Lancaster County,Nebraska,285407,285407,286142,289800
157,31,109,04300,00000,00000,Bennet village,Nebraska,719,719,722,730
157,31,109,12280,00000,00000,Davey village,Nebraska,154,154,154,155
157,31,109,12770,00000,00000,Denton village,Nebraska,190,190,190,194
157,31,109,16935,00000,00000,Firth village,Nebraska,590,590,591,600
157,31,109,20610,00000,00000,Hallam village,Nebraska,213,213,213,217
157,31,109,22325,00000,00000,Hickman city,Nebraska,1657,1657,1662,1682
157,31,109,28000,00000,00000,Lincoln city,Nebraska,258379,258381,259044,262341
157,31,109,30345,00000,00000,Malcolm village,Nebraska,382,382,383,388
157,31,109,38225,00000,00000,Panama village,Nebraska,256,256,256,261
157,31,109,40780,00000,00000,Raymond village,Nebraska,167,167,167,171
157,31,109,41830,00000,00000,Roca village,Nebraska,220,220,220,225
157,31,109,46380,00000,00000,Sprague village,Nebraska,142,142,142,143
157,31,109,51770,00000,00000,Waverly city,Nebraska,3277,3277,3287,3328
157,31,109,99990,00000,00000,Balance of Lancaster County,Nebraska,19061,19059,19111,19365
050,31,111,00000,00000,00000,Lincoln County,Nebraska,36288,36288,36261,36142
157,31,111,06085,00000,00000,Brady village,Nebraska,428,428,427,425
157,31,111,22290,00000,00000,Hershey village,Nebraska,665,665,664,663
157,31,111,31220,00000,00000,Maxwell village,Nebraska,312,312,312,310
157,31,111,35000,00000,00000,North Platte city,Nebraska,24733,24733,24714,24634
157,31,111,47920,00000,00000,Sutherland village,Nebraska,1286,1286,1285,1281
157,31,111,51175,00000,00000,Wallace village,Nebraska,366,366,366,364
157,31,111,52085,00000,00000,Wellfleet village,Nebraska,78,78,78,78
157,31,111,99990,00000,00000,Balance of Lincoln County,Nebraska,8420,8420,8415,8387
050,31,113,00000,00000,00000,Logan County,Nebraska,763,763,767,762
157,31,113,17950,00000,00000,Gandy village,Nebraska,32,32,32,32
157,31,113,46870,00000,00000,Stapleton village,Nebraska,305,305,307,304
157,31,113,99990,00000,00000,Balance of Logan County,Nebraska,426,426,428,426
050,31,115,00000,00000,00000,Loup County,Nebraska,632,632,632,610
157,31,115,48445,00000,00000,Taylor village,Nebraska,190,190,189,183
157,31,115,99990,00000,00000,Balance of Loup County,Nebraska,442,442,443,427
050,31,117,00000,00000,00000,McPherson County,Nebraska,539,539,540,552
050,31,119,00000,00000,00000,Madison County,Nebraska,34876,34876,34935,34931
157,31,119,03250,00000,00000,Battle Creek city,Nebraska,1207,1207,1209,1209
157,31,119,30240,00000,00000,Madison city,Nebraska,2438,2438,2442,2441
157,31,119,31465,00000,00000,Meadow Grove village,Nebraska,301,301,302,301
157,31,119,34230,00000,00000,Newman Grove city (pt.),Nebraska,703,703,704,704
157,31,119,34615,00000,00000,Norfolk city,Nebraska,24210,24210,24251,24248
157,31,119,48935,00000,00000,Tilden city (pt.),Nebraska,629,629,630,630
157,31,119,99990,00000,00000,Balance of Madison County,Nebraska,5388,5388,5397,5398
050,31,121,00000,00000,00000,Merrick County,Nebraska,7845,7845,7850,7732
157,31,121,08535,00000,00000,Central City city,Nebraska,2934,2934,2936,2892
157,31,121,08780,00000,00000,Chapman village,Nebraska,287,287,287,282
157,31,121,09165,00000,00000,Clarks village,Nebraska,369,369,370,363
157,31,121,38160,00000,00000,Palmer village,Nebraska,472,472,473,465
157,31,121,45400,00000,00000,Silver Creek village,Nebraska,362,362,363,356
157,31,121,99990,00000,00000,Balance of Merrick County,Nebraska,3421,3421,3421,3374
061,31,121,00000,08500,00000,Central township,Nebraska,76,76,76,75
061,31,121,00000,08535,00000,Central City city,Nebraska,2934,2934,2936,2892
071,31,121,08535,08535,00000,Central City city,Nebraska,2934,2934,2936,2892
061,31,121,00000,08815,00000,Chapman township,Nebraska,520,520,520,512
071,31,121,08780,08815,00000,Chapman village,Nebraska,287,287,287,282
071,31,121,99990,08815,00000,Balance of Chapman township,Nebraska,233,233,233,230
061,31,121,00000,09235,00000,Clarksville township,Nebraska,664,664,666,654
071,31,121,09165,09235,00000,Clarks village,Nebraska,369,369,370,363
071,31,121,99990,09235,00000,Balance of Clarksville township,Nebraska,295,295,296,291
061,31,121,00000,29015,00000,Lone Tree township,Nebraska,643,643,642,634
061,31,121,00000,29400,00000,Loup township,Nebraska,753,753,754,741
071,31,121,38160,29400,00000,Palmer village,Nebraska,472,472,473,465
071,31,121,99990,29400,00000,Balance of Loup township,Nebraska,281,281,281,276
061,31,121,00000,31360,00000,Mead township,Nebraska,170,170,170,168
061,31,121,00000,31955,00000,Midland township,Nebraska,211,211,211,209
061,31,121,00000,40150,00000,Prairie Creek township,Nebraska,348,348,349,342
061,31,121,00000,40272,00000,Prairie Island township,Nebraska,85,85,85,84
061,31,121,00000,45435,00000,Silver Creek township,Nebraska,592,592,593,583
071,31,121,45400,45435,00000,Silver Creek village,Nebraska,362,362,363,356
071,31,121,99990,45435,00000,Balance of Silver Creek township,Nebraska,230,230,230,227
061,31,121,00000,50720,00000,Vieregg township,Nebraska,849,849,848,838
050,31,123,00000,00000,00000,Morrill County,Nebraska,5042,5042,5044,4998
157,31,123,03285,00000,00000,Bayard city,Nebraska,1209,1209,1209,1198
157,31,123,06295,00000,00000,Bridgeport city,Nebraska,1545,1545,1545,1532
157,31,123,06470,00000,00000,Broadwater village,Nebraska,128,128,128,126
157,31,123,99990,00000,00000,Balance of Morrill County,Nebraska,2160,2160,2162,2142
050,31,125,00000,00000,00000,Nance County,Nebraska,3735,3735,3732,3740
157,31,125,03810,00000,00000,Belgrade village,Nebraska,126,126,126,127
157,31,125,17810,00000,00000,Fullerton city,Nebraska,1307,1307,1306,1309
157,31,125,18475,00000,00000,Genoa city,Nebraska,1003,1003,1003,1005
157,31,125,99990,00000,00000,Balance of Nance County,Nebraska,1299,1299,1297,1299
061,31,125,00000,03460,00000,Beaver township,Nebraska,102,102,102,102
061,31,125,00000,08115,00000,Cedar township,Nebraska,64,64,64,64
061,31,125,00000,10845,00000,Cottonwood township,Nebraska,73,73,73,73
061,31,125,00000,10915,00000,Council Creek township,Nebraska,101,101,101,101
061,31,125,00000,14240,00000,East Newman township,Nebraska,101,101,101,101
061,31,125,00000,17810,00000,Fullerton city,Nebraska,1307,1307,1306,1309
071,31,125,17810,17810,00000,Fullerton city,Nebraska,1307,1307,1306,1309
061,31,125,00000,17845,00000,Fullerton township,Nebraska,150,150,150,149
061,31,125,00000,18475,00000,Genoa city,Nebraska,1003,1003,1003,1005
071,31,125,18475,18475,00000,Genoa city,Nebraska,1003,1003,1003,1005
061,31,125,00000,18510,00000,Genoa township,Nebraska,250,250,249,251
061,31,125,00000,29540,00000,Loup Ferry township,Nebraska,70,70,70,70
061,31,125,00000,40185,00000,Prairie Creek township,Nebraska,153,153,152,154
061,31,125,00000,45715,00000,South Branch township,Nebraska,39,39,39,39
061,31,125,00000,48970,00000,Timber Creek township,Nebraska,256,256,256,256
071,31,125,03810,48970,00000,Belgrade village,Nebraska,126,126,126,127
071,31,125,99990,48970,00000,Balance of Timber Creek township,Nebraska,130,130,130,129
061,31,125,00000,52470,00000,West Newman township,Nebraska,66,66,66,66
050,31,127,00000,00000,00000,Nemaha County,Nebraska,7248,7248,7258,7280
157,31,127,02655,00000,00000,Auburn city,Nebraska,3460,3460,3464,3475
157,31,127,06505,00000,00000,Brock village,Nebraska,112,112,112,113
157,31,127,06750,00000,00000,Brownville village,Nebraska,132,132,132,133
157,31,127,24670,00000,00000,Johnson village,Nebraska,328,328,329,329
157,31,127,24915,00000,00000,Julian village,Nebraska,59,59,59,59
157,31,127,33950,00000,00000,Nemaha village,Nebraska,149,149,150,150
157,31,127,38960,00000,00000,Peru city,Nebraska,865,865,866,868
157,31,127,99990,00000,00000,Balance of Nemaha County,Nebraska,2143,2143,2146,2153
050,31,129,00000,00000,00000,Nuckolls County,Nebraska,4500,4500,4503,4478
157,31,129,20995,00000,00000,Hardy village,Nebraska,159,159,159,159
157,31,129,26420,00000,00000,Lawrence village,Nebraska,304,304,305,302
157,31,129,33880,00000,00000,Nelson city,Nebraska,488,488,487,485
157,31,129,34545,00000,00000,Nora village,Nebraska,21,21,21,21
157,31,129,35245,00000,00000,Oak village,Nebraska,66,66,66,66
157,31,129,42810,00000,00000,Ruskin village,Nebraska,123,123,123,122
157,31,129,47815,00000,00000,Superior city,Nebraska,1957,1957,1959,1947
157,31,129,99990,00000,00000,Balance of Nuckolls County,Nebraska,1382,1382,1383,1376
050,31,131,00000,00000,00000,Otoe County,Nebraska,15740,15740,15779,15798
157,31,131,07205,00000,00000,Burr village,Nebraska,57,57,57,57
157,31,131,13505,00000,00000,Douglas village,Nebraska,173,173,173,173
157,31,131,13855,00000,00000,Dunbar village,Nebraska,187,187,187,187
157,31,131,29175,00000,00000,Lorton village,Nebraska,41,41,41,41
157,31,131,33705,00000,00000,Nebraska City city,Nebraska,7289,7289,7308,7315
157,31,131,37630,00000,00000,Otoe village,Nebraska,171,171,171,171
157,31,131,38190,00000,00000,Palmyra village,Nebraska,545,545,546,548
157,31,131,48235,00000,00000,Syracuse city,Nebraska,1942,1942,1946,1950
157,31,131,48305,00000,00000,Talmage village,Nebraska,233,233,234,234
157,31,131,49530,00000,00000,Unadilla village,Nebraska,311,311,312,312
157,31,131,99990,00000,00000,Balance of Otoe County,Nebraska,4791,4791,4804,4810
050,31,133,00000,00000,00000,Pawnee County,Nebraska,2773,2773,2770,2735
157,31,133,07065,00000,00000,Burchard village,Nebraska,82,82,82,81
157,31,133,13750,00000,00000,Du Bois village,Nebraska,147,147,147,145
157,31,133,26875,00000,00000,Lewiston village,Nebraska,68,68,68,67
157,31,133,38575,00000,00000,Pawnee City city,Nebraska,878,878,877,866
157,31,133,47080,00000,00000,Steinauer village,Nebraska,75,75,75,74
157,31,133,48270,00000,00000,Table Rock village,Nebraska,269,269,269,266
157,31,133,99990,00000,00000,Balance of Pawnee County,Nebraska,1254,1254,1252,1236
050,31,135,00000,00000,00000,Perkins County,Nebraska,2970,2970,2978,2955
157,31,135,15500,00000,00000,Elsie village,Nebraska,106,106,106,106
157,31,135,19910,00000,00000,Grant city,Nebraska,1165,1165,1168,1159
157,31,135,30275,00000,00000,Madrid village,Nebraska,231,231,232,230
157,31,135,50230,00000,00000,Venango village,Nebraska,164,167,167,166
157,31,135,99990,00000,00000,Balance of Perkins County,Nebraska,1304,1301,1305,1294
050,31,137,00000,00000,00000,Phelps County,Nebraska,9188,9188,9201,9184
157,31,137,02620,00000,00000,Atlanta village,Nebraska,131,131,131,132
157,31,137,04615,00000,00000,Bertrand village,Nebraska,750,750,750,748
157,31,137,17880,00000,00000,Funk village,Nebraska,194,194,195,192
157,31,137,22640,00000,00000,Holdrege city,Nebraska,5495,5495,5502,5493
157,31,137,29085,00000,00000,Loomis village,Nebraska,382,382,383,381
157,31,137,99990,00000,00000,Balance of Phelps County,Nebraska,2236,2236,2240,2238
061,31,137,00000,01360,00000,Anderson township,Nebraska,139,139,139,140
061,31,137,00000,08395,00000,Center township,Nebraska,187,187,188,185
061,31,137,00000,10880,00000,Cottonwood township,Nebraska,96,96,96,96
061,31,137,00000,13155,00000,Divide township,Nebraska,344,344,345,343
071,31,137,17880,13155,00000,Funk village,Nebraska,194,194,195,192
071,31,137,99990,13155,00000,Balance of Divide township,Nebraska,150,150,150,151
061,31,137,00000,18195,00000,Garfield township,Nebraska,528,528,530,528
071,31,137,04615,18195,00000,Bertrand village (pt.),Nebraska,350,350,351,349
071,31,137,99990,18195,00000,Balance of Garfield township,Nebraska,178,178,179,179
061,31,137,00000,22640,00000,Holdrege city,Nebraska,5495,5495,5502,5493
071,31,137,22640,22640,00000,Holdrege city,Nebraska,5495,5495,5502,5493
061,31,137,00000,23900,00000,Industry-Rock Falls township,Nebraska,238,238,238,239
071,31,137,02620,23900,00000,Atlanta village,Nebraska,131,131,131,132
071,31,137,99990,23900,00000,Balance of Industry-Rock Falls township,Nebraska,107,107,107,107
061,31,137,00000,25895,00000,Laird township,Nebraska,529,529,530,529
071,31,137,29085,25895,00000,Loomis village,Nebraska,382,382,383,381
071,31,137,99990,25895,00000,Balance of Laird township,Nebraska,147,147,147,148
061,31,137,00000,26000,00000,Lake township,Nebraska,132,132,132,133
061,31,137,00000,40010,00000,Prairie township,Nebraska,370,370,371,369
061,31,137,00000,44840,00000,Sheridan township,Nebraska,196,196,197,194
061,31,137,00000,49775,00000,Union township,Nebraska,477,477,476,476
071,31,137,04615,49775,00000,Bertrand village (pt.),Nebraska,400,400,399,399
071,31,137,99990,49775,00000,Balance of Union township,Nebraska,77,77,77,77
061,31,137,00000,52435,00000,Westmark township,Nebraska,173,173,173,174
061,31,137,00000,52645,00000,Westside township,Nebraska,131,131,131,131
061,31,137,00000,53030,00000,Williamsburg township,Nebraska,153,153,153,154
050,31,139,00000,00000,00000,Pierce County,Nebraska,7266,7266,7261,7216
157,31,139,17320,00000,00000,Foster village,Nebraska,51,51,51,51
157,31,139,20470,00000,00000,Hadar village,Nebraska,293,293,293,291
157,31,139,30065,00000,00000,McLean village,Nebraska,36,36,36,36
157,31,139,37595,00000,00000,Osmond city,Nebraska,783,783,782,777
157,31,139,39100,00000,00000,Pierce city,Nebraska,1767,1767,1766,1755
157,31,139,39170,00000,00000,Plainview city,Nebraska,1246,1246,1245,1238
157,31,139,99990,00000,00000,Balance of Pierce County,Nebraska,3090,3090,3088,3068
050,31,141,00000,00000,00000,Platte County,Nebraska,32237,32237,32271,32593
157,31,141,10110,00000,00000,Columbus city,Nebraska,22111,22136,22160,22381
157,31,141,10600,00000,00000,Cornlea village,Nebraska,36,36,36,36
157,31,141,11300,00000,00000,Creston village,Nebraska,203,203,203,204
157,31,141,13890,00000,00000,Duncan village,Nebraska,351,351,351,356
157,31,141,23480,00000,00000,Humphrey city,Nebraska,760,760,763,768
157,31,141,28105,00000,00000,Lindsay village,Nebraska,255,255,255,259
157,31,141,32585,00000,00000,Monroe village,Nebraska,284,284,284,288
157,31,141,34230,00000,00000,Newman Grove city (pt.),Nebraska,18,18,18,18
157,31,141,39310,00000,00000,Platte Center village,Nebraska,336,336,336,340
157,31,141,48410,00000,00000,Tarnov village,Nebraska,46,46,46,46
157,31,141,99990,00000,00000,Balance of Platte County,Nebraska,7837,7812,7819,7897
061,31,141,00000,05070,00000,Bismark township,Nebraska,462,462,462,468
061,31,141,00000,07275,00000,Burrows township,Nebraska,244,244,244,245
071,31,141,48410,07275,00000,Tarnov village,Nebraska,46,46,46,46
071,31,141,99990,07275,00000,Balance of Burrows township,Nebraska,198,198,198,199
061,31,141,00000,07450,00000,Butler township,Nebraska,604,604,604,613
071,31,141,13890,07450,00000,Duncan village (pt.),Nebraska,345,345,345,350
071,31,141,99990,07450,00000,Balance of Butler township,Nebraska,259,259,259,263
061,31,141,00000,10110,00000,Columbus city,Nebraska,22111,22136,22160,22381
071,31,141,10110,10110,00000,Columbus city,Nebraska,22111,22136,22160,22381
061,31,141,00000,10145,00000,Columbus township,Nebraska,3160,3135,3139,3169
061,31,141,00000,11335,00000,Creston township,Nebraska,432,432,432,435
071,31,141,11300,11335,00000,Creston village,Nebraska,203,203,203,204
071,31,141,99990,11335,00000,Balance of Creston township,Nebraska,229,229,229,231
061,31,141,00000,19630,00000,Grand Prairie township,Nebraska,362,362,362,367
061,31,141,00000,19945,00000,Granville township,Nebraska,981,981,984,990
071,31,141,10600,19945,00000,Cornlea village,Nebraska,36,36,36,36
071,31,141,23480,19945,00000,Humphrey city (pt.),Nebraska,660,660,663,667
071,31,141,99990,19945,00000,Balance of Granville township,Nebraska,285,285,285,287
061,31,141,00000,23515,00000,Humphrey township,Nebraska,387,387,387,393
071,31,141,23480,23515,00000,Humphrey city (pt.),Nebraska,100,100,100,101
071,31,141,99990,23515,00000,Balance of Humphrey township,Nebraska,287,287,287,292
061,31,141,00000,24775,00000,Joliet township,Nebraska,140,140,140,141
061,31,141,00000,29225,00000,Lost Creek township,Nebraska,517,517,517,523
071,31,141,39310,29225,00000,Platte Center village (pt.),Nebraska,288,288,288,292
071,31,141,99990,29225,00000,Balance of Lost Creek township,Nebraska,229,229,229,231
061,31,141,00000,29435,00000,Loup township,Nebraska,139,139,139,140
071,31,141,13890,29435,00000,Duncan village (pt.),Nebraska,6,6,6,6
071,31,141,99990,29435,00000,Balance of Loup township,Nebraska,133,133,133,134
061,31,141,00000,32620,00000,Monroe township,Nebraska,164,164,164,165
061,31,141,00000,34230,00000,Newman Grove city,Nebraska,18,18,18,18
071,31,141,34230,34230,00000,Newman Grove city (pt.),Nebraska,18,18,18,18
061,31,141,00000,35630,00000,Oconee township,Nebraska,523,523,523,531
071,31,141,32585,35630,00000,Monroe village,Nebraska,284,284,284,288
071,31,141,99990,35630,00000,Balance of Oconee township,Nebraska,239,239,239,243
061,31,141,00000,42950,00000,St. Bernard township,Nebraska,502,502,502,508
071,31,141,28105,42950,00000,Lindsay village,Nebraska,255,255,255,259
071,31,141,99990,42950,00000,Balance of St. Bernard township,Nebraska,247,247,247,249
061,31,141,00000,44665,00000,Shell Creek township,Nebraska,867,867,870,875
071,31,141,39310,44665,00000,Platte Center village (pt.),Nebraska,48,48,48,48
071,31,141,99990,44665,00000,Balance of Shell Creek township,Nebraska,819,819,822,827
061,31,141,00000,45015,00000,Sherman township,Nebraska,222,222,222,224
061,31,141,00000,51140,00000,Walker township,Nebraska,247,247,247,251
061,31,141,00000,53730,00000,Woodville township,Nebraska,155,155,155,156
050,31,143,00000,00000,00000,Polk County,Nebraska,5406,5406,5386,5322
157,31,143,37525,00000,00000,Osceola city,Nebraska,880,880,877,867
157,31,143,39660,00000,00000,Polk village,Nebraska,322,322,321,317
157,31,143,44595,00000,00000,Shelby village,Nebraska,714,714,711,703
157,31,143,47465,00000,00000,Stromsburg city,Nebraska,1171,1171,1167,1153
157,31,143,99990,00000,00000,Balance of Polk County,Nebraska,2319,2319,2310,2282
050,31,145,00000,00000,00000,Red Willow County,Nebraska,11055,11055,11058,11032
157,31,145,03180,00000,00000,Bartley village,Nebraska,283,283,283,282
157,31,145,12105,00000,00000,Danbury village,Nebraska,101,101,101,101
157,31,145,23830,00000,00000,Indianola city,Nebraska,584,584,585,583
157,31,145,26455,00000,00000,Lebanon village,Nebraska,80,80,80,80
157,31,145,29925,00000,00000,McCook city,Nebraska,7698,7698,7700,7681
157,31,145,99990,00000,00000,Balance of Red Willow County,Nebraska,2309,2309,2309,2305
050,31,147,00000,00000,00000,Richardson County,Nebraska,8363,8363,8358,8345
157,31,147,03040,00000,00000,Barada village,Nebraska,24,24,24,24
157,31,147,12420,00000,00000,Dawson village,Nebraska,146,146,146,145
157,31,147,16655,00000,00000,Falls City city,Nebraska,4325,4325,4323,4316
157,31,147,23445,00000,00000,Humboldt city,Nebraska,877,877,876,876
157,31,147,40325,00000,00000,Preston village,Nebraska,28,28,28,28
157,31,147,42670,00000,00000,Rulo village,Nebraska,172,172,172,171
157,31,147,43370,00000,00000,Salem village,Nebraska,112,112,112,113
157,31,147,45225,00000,00000,Shubert village,Nebraska,150,150,150,149
157,31,147,47115,00000,00000,Stella village,Nebraska,152,152,152,151
157,31,147,50510,00000,00000,Verdon village,Nebraska,172,172,172,171
157,31,147,99990,00000,00000,Balance of Richardson County,Nebraska,2205,2205,2203,2201
050,31,149,00000,00000,00000,Rock County,Nebraska,1526,1526,1519,1494
157,31,149,03215,00000,00000,Bassett city,Nebraska,619,619,617,607
157,31,149,34265,00000,00000,Newport village,Nebraska,97,97,97,95
157,31,149,99990,00000,00000,Balance of Rock County,Nebraska,810,810,805,792
050,31,151,00000,00000,00000,Saline County,Nebraska,14200,14200,14222,14345
157,31,151,11370,00000,00000,Crete city,Nebraska,6960,6960,6970,7028
157,31,151,13015,00000,00000,De Witt village,Nebraska,513,513,515,518
157,31,151,13435,00000,00000,Dorchester village,Nebraska,586,586,588,592
157,31,151,17775,00000,00000,Friend city,Nebraska,1027,1027,1029,1038
157,31,151,48060,00000,00000,Swanton village,Nebraska,94,94,94,94
157,31,151,49005,00000,00000,Tobias village,Nebraska,106,106,106,108
157,31,151,52295,00000,00000,Western village,Nebraska,235,235,235,237
157,31,151,52960,00000,00000,Wilber city,Nebraska,1855,1855,1857,1875
157,31,151,99990,00000,00000,Balance of Saline County,Nebraska,2824,2824,2828,2855
050,31,153,00000,00000,00000,Sarpy County,Nebraska,158840,158840,159687,162561
157,31,153,03950,00000,00000,Bellevue city,Nebraska,50137,50137,50405,51319
157,31,153,20260,00000,00000,Gretna city,Nebraska,4441,4906,4931,5019
157,31,153,26385,00000,00000,La Vista city,Nebraska,15758,15758,15842,16129
157,31,153,38295,00000,00000,Papillion city,Nebraska,18894,18894,18994,19331
157,31,153,46520,00000,00000,Springfield city,Nebraska,1529,1529,1538,1566
157,31,153,99990,00000,00000,Balance of Sarpy County,Nebraska,68081,67616,67977,69197
050,31,155,00000,00000,00000,Saunders County,Nebraska,20780,20780,20864,20867
157,31,155,02305,00000,00000,Ashland city,Nebraska,2453,2453,2463,2462
157,31,155,08150,00000,00000,Cedar Bluffs village,Nebraska,610,610,612,612
157,31,155,08570,00000,00000,Ceresco village,Nebraska,889,889,894,894
157,31,155,10005,00000,00000,Colon village,Nebraska,110,110,110,110
157,31,155,24285,00000,00000,Ithaca village,Nebraska,148,148,148,148
157,31,155,26630,00000,00000,Leshara village,Nebraska,112,112,112,112
157,31,155,30380,00000,00000,Malmo village,Nebraska,120,120,120,120
157,31,155,31395,00000,00000,Mead village,Nebraska,569,569,571,571
157,31,155,31640,00000,00000,Memphis village,Nebraska,114,114,114,114
157,31,155,32865,00000,00000,Morse Bluff village,Nebraska,135,135,135,135
157,31,155,39975,00000,00000,Prague village,Nebraska,303,303,304,305
157,31,155,50125,00000,00000,Valparaiso village,Nebraska,570,570,572,572
157,31,155,50965,00000,00000,Wahoo city,Nebraska,4508,4508,4527,4528
157,31,155,52540,00000,00000,Weston village,Nebraska,324,324,325,326
157,31,155,54115,00000,00000,Yutan city,Nebraska,1174,1186,1193,1191
157,31,155,99990,00000,00000,Balance of Saunders County,Nebraska,8641,8629,8664,8667
061,31,155,00000,02340,00000,Ashland township,Nebraska,2769,2769,2781,2780
071,31,155,02305,02340,00000,Ashland city (pt.),Nebraska,2307,2307,2317,2316
071,31,155,99990,02340,00000,Balance of Ashland township,Nebraska,462,462,464,464
061,31,155,00000,05770,00000,Bohemia township,Nebraska,165,165,166,165
061,31,155,00000,08430,00000,Center township,Nebraska,628,628,630,631
071,31,155,10005,08430,00000,Colon village,Nebraska,110,110,110,110
071,31,155,99990,08430,00000,Balance of Center township,Nebraska,518,518,520,521
061,31,155,00000,08850,00000,Chapman township,Nebraska,604,604,606,608
071,31,155,52540,08850,00000,Weston village,Nebraska,324,324,325,326
071,31,155,99990,08850,00000,Balance of Chapman township,Nebraska,280,280,281,282
