SUMLEV,STATE,COUNTY,PLACE,COUSUB,CONCIT,NAME,STNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011
061,31,059,00000,18440,00000,Geneva township,Nebraska,1327,1327,1326,1321
071,31,059,18405,18440,00000,Geneva city (pt.),Nebraska,1208,1208,1207,1202
071,31,059,99990,18440,00000,Balance of Geneva township,Nebraska,119,119,119,119
061,31,059,00000,18965,00000,Glengary township,Nebraska,384,384,384,382
071,31,059,32200,18965,00000,Milligan village,Nebraska,285,285,285,284
071,31,059,99990,18965,00000,Balance of Glengary township,Nebraska,99,99,99,98
061,31,059,00000,19490,00000,Grafton township,Nebraska,245,245,245,244
071,31,059,19455,19490,00000,Grafton village,Nebraska,126,126,126,125
071,31,059,99990,19490,00000,Balance of Grafton township,Nebraska,119,119,119,119
061,31,059,00000,20715,00000,Hamilton township,Nebraska,126,126,126,126
061,31,059,00000,26945,00000,Liberty township,Nebraska,113,113,113,111
061,31,059,00000,30205,00000,Madison township,Nebraska,555,555,556,554
071,31,059,18405,30205,00000,Geneva city (pt.),Nebraska,436,436,437,435
071,31,059,99990,30205,00000,Balance of Madison township,Nebraska,119,119,119,119
061,31,059,00000,32515,00000,Momence township,Nebraska,68,68,68,68
061,31,059,00000,46765,00000,Stanton township,Nebraska,695,695,694,692
071,31,059,18405,46765,00000,Geneva city (pt.),Nebraska,561,561,560,558
071,31,059,99990,46765,00000,Balance of Stanton township,Nebraska,134,134,134,134
061,31,059,00000,52190,00000,West Blue township,Nebraska,85,85,85,85
071,31,059,16550,52190,00000,Fairmont village (pt.),Nebraska,0,0,0,0
071,31,059,99990,52190,00000,Balance of West Blue township,Nebraska,85,85,85,85
050,31,061,00000,00000,00000,Franklin County,Nebraska,3225,3225,3239,3207
157,31,061,05490,00000,00000,Bloomington village,Nebraska,103,103,103,103
157,31,061,07870,00000,00000,Campbell village,Nebraska,347,347,348,346
157,31,061,17530,00000,00000,Franklin city,Nebraska,1000,1000,1004,994
157,31,061,22430,00000,00000,Hildreth village,Nebraska,378,378,380,374
157,31,061,33565,00000,00000,Naponee village,Nebraska,106,106,107,105
157,31,061,41760,00000,00000,Riverton village,Nebraska,89,89,89,89
157,31,061,49880,00000,00000,Upland village,Nebraska,143,143,144,142
157,31,061,99990,00000,00000,Balance of Franklin County,Nebraska,1059,1059,1064,1054
061,31,061,00000,01605,00000,Antelope township,Nebraska,218,218,219,217
071,31,061,49880,01605,00000,Upland village,Nebraska,143,143,144,142
071,31,061,99990,01605,00000,Balance of Antelope township,Nebraska,75,75,75,75
061,31,061,00000,02270,00000,Ash Grove township,Nebraska,108,108,109,107
061,31,061,00000,14145,00000,East Bloomington township,Nebraska,252,252,253,251
071,31,061,05490,14145,00000,Bloomington village,Nebraska,103,103,103,103
071,31,061,99990,14145,00000,Balance of East Bloomington township,Nebraska,149,149,150,148
061,31,061,00000,17530,00000,Franklin city,Nebraska,1000,1000,1004,994
071,31,061,17530,17530,00000,Franklin city,Nebraska,1000,1000,1004,994
061,31,061,00000,19805,00000,Grant township,Nebraska,113,113,113,113
071,31,061,41760,19805,00000,Riverton village (pt.),Nebraska,40,40,40,40
071,31,061,99990,19805,00000,Balance of Grant township,Nebraska,73,73,73,73
061,31,061,00000,27225,00000,Lincoln township,Nebraska,110,110,111,109
061,31,061,00000,30135,00000,Macon township,Nebraska,109,109,110,108
061,31,061,00000,30625,00000,Marion township,Nebraska,157,157,158,156
061,31,061,00000,34790,00000,North Franklin township,Nebraska,405,405,406,404
071,31,061,07870,34790,00000,Campbell village,Nebraska,347,347,348,346
071,31,061,99990,34790,00000,Balance of North Franklin township,Nebraska,58,58,58,58
061,31,061,00000,43335,00000,Salem township,Nebraska,478,478,480,474
071,31,061,22430,43335,00000,Hildreth village,Nebraska,378,378,380,374
071,31,061,99990,43335,00000,Balance of Salem township,Nebraska,100,100,100,100
061,31,061,00000,49355,00000,Turkey Creek township,Nebraska,152,152,153,151
071,31,061,33565,49355,00000,Naponee village,Nebraska,106,106,107,105
071,31,061,99990,49355,00000,Balance of Turkey Creek township,Nebraska,46,46,46,46
061,31,061,00000,51420,00000,Washington township,Nebraska,123,123,123,123
071,31,061,41760,51420,00000,Riverton village (pt.),Nebraska,49,49,49,49
071,31,061,99990,51420,00000,Balance of Washington township,Nebraska,74,74,74,74
050,31,063,00000,00000,00000,Frontier County,Nebraska,2756,2756,2753,2723
157,31,063,11825,00000,00000,Curtis city,Nebraska,939,939,938,928
157,31,063,16165,00000,00000,Eustis village,Nebraska,401,401,401,397
157,31,063,31325,00000,00000,Maywood village,Nebraska,261,261,261,258
157,31,063,32760,00000,00000,Moorefield village,Nebraska,32,32,32,32
157,31,063,47290,00000,00000,Stockville village,Nebraska,25,25,25,25
157,31,063,99990,00000,00000,Balance of Frontier County,Nebraska,1098,1098,1096,1083
050,31,065,00000,00000,00000,Furnas County,Nebraska,4959,4959,4957,4943
157,31,065,01780,00000,00000,Arapahoe city,Nebraska,1026,1026,1026,1023
157,31,065,03495,00000,00000,Beaver City city,Nebraska,609,609,609,606
157,31,065,07730,00000,00000,Cambridge city,Nebraska,1063,1063,1063,1060
157,31,065,14520,00000,00000,Edison village,Nebraska,133,133,133,133
157,31,065,22115,00000,00000,Hendley village,Nebraska,24,24,24,24
157,31,065,22605,00000,00000,Holbrook village,Nebraska,207,207,207,207
157,31,065,37910,00000,00000,Oxford village (pt.),Nebraska,588,588,588,585
157,31,065,53240,00000,00000,Wilsonville village,Nebraska,93,93,93,93
157,31,065,99990,00000,00000,Balance of Furnas County,Nebraska,1216,1216,1214,1212
050,31,067,00000,00000,00000,Gage County,Nebraska,22311,22311,22301,22031
157,31,067,00240,00000,00000,Adams village,Nebraska,573,573,573,566
157,31,067,03075,00000,00000,Barneston village,Nebraska,116,116,116,115
157,31,067,03390,00000,00000,Beatrice city,Nebraska,12459,12459,12452,12302
157,31,067,05630,00000,00000,Blue Springs city,Nebraska,331,331,331,326
157,31,067,09270,00000,00000,Clatonia village,Nebraska,231,231,231,229
157,31,067,10635,00000,00000,Cortland village,Nebraska,482,482,480,475
157,31,067,16830,00000,00000,Filley village,Nebraska,132,132,132,131
157,31,067,26980,00000,00000,Liberty village,Nebraska,76,76,76,75
157,31,067,35735,00000,00000,Odell village,Nebraska,307,307,307,304
157,31,067,39065,00000,00000,Pickrell village,Nebraska,199,199,199,197
157,31,067,50790,00000,00000,Virginia village,Nebraska,60,60,60,59
157,31,067,53835,00000,00000,Wymore city,Nebraska,1457,1457,1456,1439
157,31,067,99990,00000,00000,Balance of Gage County,Nebraska,5888,5888,5888,5813
061,31,067,00000,00275,00000,Adams township,Nebraska,897,897,897,884
071,31,067,00240,00275,00000,Adams village,Nebraska,573,573,573,566
071,31,067,99990,00275,00000,Balance of Adams township,Nebraska,324,324,324,318
061,31,067,00000,03110,00000,Barneston township,Nebraska,182,182,182,180
071,31,067,03075,03110,00000,Barneston village (pt.),Nebraska,8,8,8,8
071,31,067,99990,03110,00000,Balance of Barneston township,Nebraska,174,174,174,172
061,31,067,00000,03390,00000,Beatrice city,Nebraska,12459,12459,12452,12302
071,31,067,03390,03390,00000,Beatrice city,Nebraska,12459,12459,12452,12302
061,31,067,00000,05420,00000,Blakely township,Nebraska,305,305,305,300
061,31,067,00000,05682,00000,Blue Springs-Wymore township,Nebraska,1929,1929,1928,1905
071,31,067,05630,05682,00000,Blue Springs city,Nebraska,331,331,331,326
071,31,067,53835,05682,00000,Wymore city,Nebraska,1457,1457,1456,1439
071,31,067,99990,05682,00000,Balance of Blue Springs-Wymore township,Nebraska,141,141,141,140
061,31,067,00000,09305,00000,Clatonia township,Nebraska,441,441,441,437
071,31,067,09270,09305,00000,Clatonia village,Nebraska,231,231,231,229
071,31,067,99990,09305,00000,Balance of Clatonia township,Nebraska,210,210,210,208
061,31,067,00000,15290,00000,Elm township,Nebraska,146,146,146,144
061,31,067,00000,16865,00000,Filley township,Nebraska,322,322,322,319
071,31,067,16830,16865,00000,Filley village,Nebraska,132,132,132,131
071,31,067,99990,16865,00000,Balance of Filley township,Nebraska,190,190,190,188
061,31,067,00000,19175,00000,Glenwood township,Nebraska,222,222,222,220
071,31,067,35735,19175,00000,Odell village (pt.),Nebraska,84,84,84,83
071,31,067,99990,19175,00000,Balance of Glenwood township,Nebraska,138,138,138,137
061,31,067,00000,19840,00000,Grant township,Nebraska,185,185,185,183
061,31,067,00000,20890,00000,Hanover township,Nebraska,216,216,216,214
061,31,067,00000,22395,00000,Highland township,Nebraska,852,852,850,839
071,31,067,10635,22395,00000,Cortland village,Nebraska,482,482,480,475
071,31,067,99990,22395,00000,Balance of Highland township,Nebraska,370,370,370,364
061,31,067,00000,22850,00000,Holt township,Nebraska,460,460,460,455
071,31,067,39065,22850,00000,Pickrell village,Nebraska,199,199,199,197
071,31,067,99990,22850,00000,Balance of Holt township,Nebraska,261,261,261,258
061,31,067,00000,22990,00000,Hooker township,Nebraska,184,184,184,182
061,31,067,00000,24250,00000,Island Grove township,Nebraska,105,105,105,104
071,31,067,26980,24250,00000,Liberty village (pt.),Nebraska,6,6,6,6
071,31,067,99990,24250,00000,Balance of Island Grove township,Nebraska,99,99,99,98
061,31,067,00000,27015,00000,Liberty township,Nebraska,283,283,283,280
071,31,067,03075,27015,00000,Barneston village (pt.),Nebraska,108,108,108,107
071,31,067,26980,27015,00000,Liberty village (pt.),Nebraska,70,70,70,69
071,31,067,99990,27015,00000,Balance of Liberty township,Nebraska,105,105,105,104
061,31,067,00000,27260,00000,Lincoln township,Nebraska,255,255,255,252
061,31,067,00000,28805,00000,Logan township,Nebraska,221,221,221,219
061,31,067,00000,31920,00000,Midland township,Nebraska,559,559,559,553
061,31,067,00000,33915,00000,Nemaha township,Nebraska,591,591,591,582
061,31,067,00000,37980,00000,Paddock township,Nebraska,385,385,385,381
071,31,067,35735,37980,00000,Odell village (pt.),Nebraska,223,223,223,221
071,31,067,99990,37980,00000,Balance of Paddock township,Nebraska,162,162,162,160
061,31,067,00000,41620,00000,Riverside township,Nebraska,448,448,448,441
061,31,067,00000,42040,00000,Rockford township,Nebraska,290,290,290,285
061,31,067,00000,44945,00000,Sherman township,Nebraska,181,181,181,179
071,31,067,50790,44945,00000,Virginia village,Nebraska,60,60,60,59
071,31,067,99990,44945,00000,Balance of Sherman township,Nebraska,121,121,121,120
061,31,067,00000,45260,00000,Sicily township,Nebraska,193,193,193,191
050,31,069,00000,00000,00000,Garden County,Nebraska,2057,2057,2072,2069
157,31,069,26805,00000,00000,Lewellen village,Nebraska,224,224,226,226
157,31,069,37560,00000,00000,Oshkosh city,Nebraska,884,884,890,889
157,31,069,99990,00000,00000,Balance of Garden County,Nebraska,949,949,956,954
050,31,071,00000,00000,00000,Garfield County,Nebraska,2049,2049,2046,2032
157,31,071,07345,00000,00000,Burwell city,Nebraska,1210,1210,1208,1200
157,31,071,99990,00000,00000,Balance of Garfield County,Nebraska,839,839,838,832
050,31,073,00000,00000,00000,Gosper County,Nebraska,2044,2044,2050,2010
157,31,073,15570,00000,00000,Elwood village,Nebraska,707,707,709,696
157,31,073,45575,00000,00000,Smithfield village,Nebraska,54,54,54,53
157,31,073,99990,00000,00000,Balance of Gosper County,Nebraska,1283,1283,1287,1261
050,31,075,00000,00000,00000,Grant County,Nebraska,614,614,612,630
157,31,075,23655,00000,00000,Hyannis village,Nebraska,182,182,181,187
157,31,075,99990,00000,00000,Balance of Grant County,Nebraska,432,432,431,443
050,31,077,00000,00000,00000,Greeley County,Nebraska,2538,2538,2543,2519
157,31,077,20050,00000,00000,Greeley Center village,Nebraska,466,466,467,463
157,31,077,44070,00000,00000,Scotia village,Nebraska,318,318,318,316
157,31,077,46135,00000,00000,Spalding village,Nebraska,487,487,489,483
157,31,077,53520,00000,00000,Wolbach village,Nebraska,283,283,283,281
157,31,077,99990,00000,00000,Balance of Greeley County,Nebraska,984,984,986,976
050,31,079,00000,00000,00000,Hall County,Nebraska,58607,58607,58771,59477
157,31,079,00625,00000,00000,Alda village,Nebraska,642,642,643,652
157,31,079,07625,00000,00000,Cairo village,Nebraska,785,785,786,796
157,31,079,13365,00000,00000,Doniphan village,Nebraska,829,829,833,843
157,31,079,19595,00000,00000,Grand Island city,Nebraska,48520,48520,48655,49239
157,31,079,53660,00000,00000,Wood River city,Nebraska,1325,1325,1329,1343
157,31,079,99990,00000,00000,Balance of Hall County,Nebraska,6506,6506,6525,6604
050,31,081,00000,00000,00000,Hamilton County,Nebraska,9124,9124,9132,9069
157,31,081,02690,00000,00000,Aurora city,Nebraska,4479,4479,4483,4453
157,31,081,18825,00000,00000,Giltner village,Nebraska,352,352,352,351
157,31,081,20785,00000,00000,Hampton village,Nebraska,423,423,423,421
157,31,081,23200,00000,00000,Hordville village,Nebraska,144,144,144,142
157,31,081,30730,00000,00000,Marquette village,Nebraska,229,229,229,227
157,31,081,39030,00000,00000,Phillips village,Nebraska,287,287,287,286
157,31,081,47220,00000,00000,Stockham village,Nebraska,44,44,44,43
157,31,081,99990,00000,00000,Balance of Hamilton County,Nebraska,3166,3166,3170,3146
050,31,083,00000,00000,00000,Harlan County,Nebraska,3423,3423,3427,3417
157,31,083,00975,00000,00000,Alma city,Nebraska,1133,1133,1133,1130
157,31,083,23550,00000,00000,Huntley village,Nebraska,44,44,44,44
157,31,083,37420,00000,00000,Orleans village,Nebraska,386,386,387,385
157,31,083,37910,00000,00000,Oxford village (pt.),Nebraska,191,191,192,189
157,31,083,40570,00000,00000,Ragan village,Nebraska,38,38,38,38
157,31,083,41130,00000,00000,Republican City village,Nebraska,150,150,150,150
157,31,083,46695,00000,00000,Stamford village,Nebraska,183,183,184,183
157,31,083,99990,00000,00000,Balance of Harlan County,Nebraska,1298,1298,1299,1298
061,31,083,00000,00520,00000,Albany township,Nebraska,59,59,59,59
061,31,083,00000,00975,00000,Alma city,Nebraska,1133,1133,1133,1130
071,31,083,00975,00975,00000,Alma city,Nebraska,1133,1133,1133,1130
061,31,083,00000,01010,00000,Alma township,Nebraska,190,190,191,190
061,31,083,00000,01640,00000,Antelope township,Nebraska,112,112,112,112
071,31,083,40570,01640,00000,Ragan village (pt.),Nebraska,31,31,31,31
071,31,083,99990,01640,00000,Balance of Antelope township,Nebraska,81,81,81,81
061,31,083,00000,14695,00000,Eldorado township,Nebraska,56,56,56,56
061,31,083,00000,15780,00000,Emerson township,Nebraska,277,277,278,275
071,31,083,37910,15780,00000,Oxford village (pt.),Nebraska,191,191,192,189
071,31,083,99990,15780,00000,Balance of Emerson township,Nebraska,86,86,86,86
061,31,083,00000,16515,00000,Fairfield township,Nebraska,52,52,52,52
061,31,083,00000,33180,00000,Mullally township,Nebraska,245,245,245,245
071,31,083,41130,33180,00000,Republican City village,Nebraska,150,150,150,150
071,31,083,99990,33180,00000,Balance of Mullally township,Nebraska,95,95,95,95
061,31,083,00000,37455,00000,Orleans township,Nebraska,483,483,484,482
071,31,083,37420,37455,00000,Orleans village,Nebraska,386,386,387,385
071,31,083,99990,37455,00000,Balance of Orleans township,Nebraska,97,97,97,97
061,31,083,00000,40220,00000,Prairie Dog township,Nebraska,31,31,31,31
061,31,083,00000,41165,00000,Republican City township,Nebraska,131,131,131,131
061,31,083,00000,41200,00000,Reuben township,Nebraska,61,61,61,61
061,31,083,00000,43580,00000,Sappa township,Nebraska,265,265,266,265
071,31,083,46695,43580,00000,Stamford village,Nebraska,183,183,184,183
071,31,083,99990,43580,00000,Balance of Sappa township,Nebraska,82,82,82,82
061,31,083,00000,43895,00000,Scandinavia township,Nebraska,133,133,133,133
071,31,083,40570,43895,00000,Ragan village (pt.),Nebraska,7,7,7,7
071,31,083,99990,43895,00000,Balance of Scandinavia township,Nebraska,126,126,126,126
061,31,083,00000,46555,00000,Spring Grove township,Nebraska,59,59,59,59
071,31,083,37910,46555,00000,Oxford village (pt.),Nebraska,0,0,0,0
071,31,083,99990,46555,00000,Balance of Spring Grove township,Nebraska,59,59,59,59
061,31,083,00000,49390,00000,Turkey Creek township,Nebraska,75,75,75,75
071,31,083,23550,49390,00000,Huntley village (pt.),Nebraska,17,17,17,17
071,31,083,99990,49390,00000,Balance of Turkey Creek township,Nebraska,58,58,58,58
061,31,083,00000,51490,00000,Washington township,Nebraska,61,61,61,61
071,31,083,23550,51490,00000,Huntley village (pt.),Nebraska,27,27,27,27
071,31,083,99990,51490,00000,Balance of Washington township,Nebraska,34,34,34,34
050,31,085,00000,00000,00000,Hayes County,Nebraska,967,967,960,960
157,31,085,20750,00000,00000,Hamlet village,Nebraska,57,57,57,57
157,31,085,21660,00000,00000,Hayes Center village,Nebraska,214,214,213,213
157,31,085,38130,00000,00000,Palisade village (pt.),Nebraska,17,17,17,17
157,31,085,99990,00000,00000,Balance of Hayes County,Nebraska,679,679,673,673
050,31,087,00000,00000,00000,Hitchcock County,Nebraska,2908,2908,2903,2857
157,31,087,11615,00000,00000,Culbertson village,Nebraska,595,595,594,584
157,31,087,38130,00000,00000,Palisade village (pt.),Nebraska,334,334,334,328
157,31,087,47395,00000,00000,Stratton village,Nebraska,343,343,342,336
157,31,087,49145,00000,00000,Trenton village,Nebraska,560,560,559,552
157,31,087,99990,00000,00000,Balance of Hitchcock County,Nebraska,1076,1076,1074,1057
050,31,089,00000,00000,00000,Holt County,Nebraska,10435,10435,10439,10399
157,31,089,02550,00000,00000,Atkinson city,Nebraska,1245,1245,1246,1240
157,31,089,08675,00000,00000,Chambers village,Nebraska,268,268,269,268
157,31,089,15815,00000,00000,Emmet village,Nebraska,48,48,48,48
157,31,089,16270,00000,00000,Ewing village,Nebraska,387,387,386,387
157,31,089,24075,00000,00000,Inman village,Nebraska,129,129,129,128
157,31,089,37105,00000,00000,O'Neill city,Nebraska,3705,3705,3706,3693
157,31,089,38085,00000,00000,Page village,Nebraska,166,166,167,165
157,31,089,47500,00000,00000,Stuart village,Nebraska,590,590,589,588
157,31,089,99990,00000,00000,Balance of Holt County,Nebraska,3897,3897,3899,3882
061,31,089,00000,01675,00000,Antelope township,Nebraska,31,31,31,31
061,31,089,00000,02585,00000,Atkinson township,Nebraska,1687,1687,1687,1680
071,31,089,02550,02585,00000,Atkinson city (pt.),Nebraska,1243,1243,1244,1238
071,31,089,99990,02585,00000,Balance of Atkinson township,Nebraska,444,444,443,442
061,31,089,00000,03880,00000,Belle township,Nebraska,40,40,40,40
061,31,089,00000,08710,00000,Chambers township,Nebraska,429,429,431,428
071,31,089,08675,08710,00000,Chambers village,Nebraska,268,268,269,268
071,31,089,99990,08710,00000,Balance of Chambers township,Nebraska,161,161,162,160
061,31,089,00000,09550,00000,Cleveland township,Nebraska,33,33,33,33
061,31,089,00000,09830,00000,Coleman township,Nebraska,37,37,37,37
061,31,089,00000,10320,00000,Conley township,Nebraska,64,64,64,64
061,31,089,00000,12700,00000,Deloit township,Nebraska,106,106,106,105
061,31,089,00000,14030,00000,Dustin township,Nebraska,23,23,23,23
061,31,089,00000,15850,00000,Emmet township,Nebraska,143,143,143,144
071,31,089,15815,15850,00000,Emmet village,Nebraska,48,48,48,48
071,31,089,99990,15850,00000,Balance of Emmet township,Nebraska,95,95,95,96
061,31,089,00000,16305,00000,Ewing township,Nebraska,436,436,435,436
071,31,089,16270,16305,00000,Ewing village (pt.),Nebraska,360,360,359,360
071,31,089,99990,16305,00000,Balance of Ewing township,Nebraska,76,76,76,76
061,31,089,00000,16620,00000,Fairview township,Nebraska,25,25,25,25
061,31,089,00000,17390,00000,Francis township,Nebraska,33,33,33,33
061,31,089,00000,19280,00000,Golden township,Nebraska,115,115,115,115
071,31,089,16270,19280,00000,Ewing village (pt.),Nebraska,27,27,27,27
071,31,089,99990,19280,00000,Balance of Golden township,Nebraska,88,88,88,88
061,31,089,00000,19980,00000,Grattan township,Nebraska,817,817,816,813
061,31,089,00000,20155,00000,Green Valley township,Nebraska,79,79,79,79
061,31,089,00000,22885,00000,Holt Creek township,Nebraska,23,23,23,23
061,31,089,00000,24110,00000,Inman township,Nebraska,308,308,309,306
071,31,089,24075,24110,00000,Inman village,Nebraska,129,129,129,128
071,31,089,99990,24110,00000,Balance of Inman township,Nebraska,179,179,180,178
061,31,089,00000,24145,00000,Iowa township,Nebraska,45,45,45,45
061,31,089,00000,24810,00000,Josie township,Nebraska,16,16,16,16
061,31,089,00000,25965,00000,Lake township,Nebraska,77,77,77,77
061,31,089,00000,29890,00000,McClure township,Nebraska,63,63,63,63
061,31,089,00000,37105,00000,O'Neill city,Nebraska,3705,3705,3706,3693
071,31,089,37105,37105,00000,O'Neill city,Nebraska,3705,3705,3706,3693
061,31,089,00000,38015,00000,Paddock township,Nebraska,71,71,71,70
061,31,089,00000,39520,00000,Pleasant View township,Nebraska,70,70,70,70
061,31,089,00000,41935,00000,Rock Falls township,Nebraska,49,49,49,49
061,31,089,00000,43440,00000,Sand Creek township,Nebraska,52,52,52,52
061,31,089,00000,43615,00000,Saratoga township,Nebraska,57,57,57,57
061,31,089,00000,44175,00000,Scott township,Nebraska,38,38,38,38
061,31,089,00000,44525,00000,Shamrock township,Nebraska,40,40,40,40
061,31,089,00000,44805,00000,Sheridan township,Nebraska,221,221,222,220
071,31,089,02550,44805,00000,Atkinson city (pt.),Nebraska,2,2,2,2
071,31,089,99990,44805,00000,Balance of Sheridan township,Nebraska,219,219,220,218
061,31,089,00000,45120,00000,Shields township,Nebraska,102,102,102,100
061,31,089,00000,46975,00000,Steel Creek township,Nebraska,32,32,32,32
061,31,089,00000,47535,00000,Stuart township,Nebraska,876,876,876,873
071,31,089,47500,47535,00000,Stuart village,Nebraska,590,590,589,588
071,31,089,99990,47535,00000,Balance of Stuart township,Nebraska,286,286,287,285
061,31,089,00000,48025,00000,Swan township,Nebraska,45,45,45,45
061,31,089,00000,50475,00000,Verdigris township,Nebraska,307,307,308,305
071,31,089,38085,50475,00000,Page village,Nebraska,166,166,167,165
071,31,089,99990,50475,00000,Balance of Verdigris township,Nebraska,141,141,141,140
061,31,089,00000,53170,00000,Willowdale township,Nebraska,53,53,53,53
061,31,089,00000,53940,00000,Wyoming township,Nebraska,87,87,87,86
050,31,091,00000,00000,00000,Hooker County,Nebraska,736,736,734,729
157,31,091,33250,00000,00000,Mullen village,Nebraska,509,509,508,505
157,31,091,99990,00000,00000,Balance of Hooker County,Nebraska,227,227,226,224
050,31,093,00000,00000,00000,Howard County,Nebraska,6274,6274,6266,6342
157,31,093,10740,00000,00000,Cotesfield village,Nebraska,46,46,46,47
157,31,093,11860,00000,00000,Cushing village,Nebraska,32,32,32,32
157,31,093,12140,00000,00000,Dannebrog village,Nebraska,303,303,302,306
157,31,093,14555,00000,00000,Elba village,Nebraska,215,215,215,217
157,31,093,16760,00000,00000,Farwell village,Nebraska,122,122,122,123
157,31,093,23270,00000,00000,Howard City village,Nebraska,189,189,189,191
157,31,093,43265,00000,00000,St. Paul city,Nebraska,2290,2290,2287,2315
157,31,093,99990,00000,00000,Balance of Howard County,Nebraska,3077,3077,3073,3111
050,31,095,00000,00000,00000,Jefferson County,Nebraska,7547,7547,7526,7519
157,31,095,12455,00000,00000,Daykin village,Nebraska,166,166,166,164
157,31,095,13085,00000,00000,Diller village,Nebraska,260,260,259,258
157,31,095,15920,00000,00000,Endicott village,Nebraska,132,132,132,132
157,31,095,16410,00000,00000,Fairbury city,Nebraska,3942,3942,3930,3928
157,31,095,20960,00000,00000,Harbine village,Nebraska,49,49,49,49
157,31,095,24530,00000,00000,Jansen village,Nebraska,118,118,118,118
157,31,095,39590,00000,00000,Plymouth village,Nebraska,409,409,408,407
157,31,095,41235,00000,00000,Reynolds village,Nebraska,69,69,69,69
157,31,095,47010,00000,00000,Steele City village,Nebraska,61,61,61,61
157,31,095,99990,00000,00000,Balance of Jefferson County,Nebraska,2341,2341,2334,2333
050,31,097,00000,00000,00000,Johnson County,Nebraska,5217,5217,5225,5211
157,31,097,10390,00000,00000,Cook village,Nebraska,321,321,322,321
157,31,097,11055,00000,00000,Crab Orchard village,Nebraska,38,38,38,38
157,31,097,14975,00000,00000,Elk Creek village,Nebraska,98,98,98,98
157,31,097,47150,00000,00000,Sterling village,Nebraska,476,476,477,474
157,31,097,48480,00000,00000,Tecumseh city,Nebraska,1677,1677,1679,1675
157,31,097,99990,00000,00000,Balance of Johnson County,Nebraska,2607,2607,2611,2605
050,31,099,00000,00000,00000,Kearney County,Nebraska,6489,6489,6497,6588
157,31,099,02830,00000,00000,Axtell village,Nebraska,726,726,727,738
157,31,099,21835,00000,00000,Heartwell village,Nebraska,71,71,71,72
157,31,099,32340,00000,00000,Minden city,Nebraska,2923,2923,2927,2964
157,31,099,34650,00000,00000,Norman village,Nebraska,43,43,43,44
157,31,099,52995,00000,00000,Wilcox village,Nebraska,358,358,359,364
157,31,099,99990,00000,00000,Balance of Kearney County,Nebraska,2368,2368,2370,2406
061,31,099,00000,05315,00000,Blaine township,Nebraska,612,612,613,622
061,31,099,00000,10670,00000,Cosmo township,Nebraska,85,85,85,86
061,31,099,00000,14345,00000,Eaton township,Nebraska,196,196,196,199
071,31,099,21835,14345,00000,Heartwell village,Nebraska,71,71,71,72
071,31,099,99990,14345,00000,Balance of Eaton township,Nebraska,125,125,125,127
061,31,099,00000,19875,00000,Grant township,Nebraska,68,68,68,69
061,31,099,00000,21625,00000,Hayes township,Nebraska,1481,1481,1483,1502
071,31,099,32340,21625,00000,Minden city (pt.),Nebraska,1315,1315,1317,1333
071,31,099,99990,21625,00000,Balance of Hayes township,Nebraska,166,166,166,169
061,31,099,00000,27050,00000,Liberty township,Nebraska,139,139,139,141
061,31,099,00000,27295,00000,Lincoln township,Nebraska,1810,1810,1813,1836
071,31,099,32340,27295,00000,Minden city (pt.),Nebraska,1608,1608,1610,1631
071,31,099,99990,27295,00000,Balance of Lincoln township,Nebraska,202,202,203,205
061,31,099,00000,28840,00000,Logan township,Nebraska,160,160,160,163
061,31,099,00000,29610,00000,Lowell township,Nebraska,173,173,173,176
061,31,099,00000,31255,00000,May township,Nebraska,125,125,125,127
071,31,099,34650,31255,00000,Norman village,Nebraska,43,43,43,44
071,31,099,99990,31255,00000,Balance of May township,Nebraska,82,82,82,83
061,31,099,00000,32375,00000,Mirage township,Nebraska,890,890,891,905
071,31,099,02830,32375,00000,Axtell village,Nebraska,726,726,727,738
071,31,099,32340,32375,00000,Minden city (pt.),Nebraska,0,0,0,0
071,31,099,99990,32375,00000,Balance of Mirage township,Nebraska,164,164,164,167
061,31,099,00000,34055,00000,Newark township,Nebraska,198,198,198,201
061,31,099,00000,37070,00000,Oneida township,Nebraska,482,482,483,490
071,31,099,52995,37070,00000,Wilcox village,Nebraska,358,358,359,364
071,31,099,99990,37070,00000,Balance of Oneida township,Nebraska,124,124,124,126
061,31,099,00000,44980,00000,Sherman township,Nebraska,70,70,70,71
050,31,101,00000,00000,00000,Keith County,Nebraska,8368,8368,8374,8301
157,31,101,06785,00000,00000,Brule village,Nebraska,326,326,327,323
157,31,101,35980,00000,00000,Ogallala city,Nebraska,4737,4737,4740,4699
157,31,101,38610,00000,00000,Paxton village,Nebraska,523,523,524,519
157,31,101,99990,00000,00000,Balance of Keith County,Nebraska,2782,2782,2783,2760
050,31,103,00000,00000,00000,Keya Paha County,Nebraska,824,824,824,813
157,31,103,07310,00000,00000,Burton village,Nebraska,10,10,10,10
157,31,103,46625,00000,00000,Springview village,Nebraska,242,242,242,239
157,31,103,99990,00000,00000,Balance of Keya Paha County,Nebraska,572,572,572,564
050,31,105,00000,00000,00000,Kimball County,Nebraska,3821,3821,3824,3775
157,31,105,07415,00000,00000,Bushnell village,Nebraska,124,124,124,123
157,31,105,13190,00000,00000,Dix village,Nebraska,255,255,255,251
157,31,105,25475,00000,00000,Kimball city,Nebraska,2496,2496,2499,2467
